Date,Open,Close,High,Low,Volume
7/13/2018,2796.93,2801.31,2804.53,2791.69,164886
7/12/2018,2783.14,2798.29,2799.22,2781.53,168968
7/11/2018,2779.82,2774.02,2785.91,2770.77,168760
7/10/2018,2788.56,2793.84,2795.58,2786.24,167136
7/9/2018,2768.51,2784.17,2784.65,2768.51,177634
7/6/2018,2737.68,2759.82,2764.41,2733.52,150780
7/5/2018,2724.19,2736.61,2737.83,2716.02,163533
7/3/2018,2733.27,2713.22,2736.58,2711.16,110362
7/2/2018,2704.95,2726.71,2727.26,2698.95,170311
6/29/2018,2727.13,2718.37,2743.26,2718.03,218683
6/28/2018,2698.69,2716.31,2724.34,2691.99,200926
6/27/2018,2728.45,2699.63,2746.09,2699.38,213094
6/26/2018,2722.12,2723.06,2732.91,2715.6,211155
6/25/2018,2742.94,2717.07,2742.94,2698.67,230367
6/22/2018,2760.79,2754.88,2764.17,2752.68,271400
6/21/2018,2769.28,2749.76,2769.28,2744.39,205372
6/20/2018,2769.73,2767.32,2774.86,2763.91,201983
6/19/2018,2752.01,2762.59,2765.05,2743.19,218100
6/18/2018,2765.79,2773.75,2774.99,2757.12,195149
6/15/2018,2777.78,2779.66,2782.81,2761.73,330940
6/14/2018,2783.21,2782.49,2789.06,2776.52,213347
6/13/2018,2787.94,2775.63,2791.47,2774.65,218446
6/12/2018,2785.6,2786.85,2789.8,2778.78,189805
6/11/2018,2780.18,2782,2790.21,2780.17,177229
6/8/2018,2765.84,2779.03,2779.39,2763.59,171782
6/7/2018,2774.84,2770.37,2779.9,2760.16,203257
6/6/2018,2753.25,2772.35,2772.39,2748.46,212747
6/5/2018,2748.46,2748.8,2752.61,2739.51,194126
6/4/2018,2741.67,2746.87,2749.16,2740.54,187616
6/1/2018,2718.7,2734.62,2736.93,2718.7,186682
5/31/2018,2720.98,2705.27,2722.5,2700.68,261674
5/30/2018,2702.43,2724.01,2729.34,2702.43,191408
5/29/2018,2705.11,2689.86,2710.67,2676.81,214437
5/25/2018,2723.6,2721.33,2727.36,2714.99,159539
5/24/2018,2730.94,2727.76,2731.97,2707.38,188338
5/23/2018,2713.98,2733.29,2733.33,2709.54,192608
5/22/2018,2738.34,2724.44,2742.24,2721.88,179098
5/21/2018,2725.95,2733.01,2739.19,2725.7,171124
5/18/2018,2717.35,2712.97,2719.5,2709.18,186720
5/17/2018,2719.71,2720.13,2731.96,2711.36,176103
5/16/2018,2712.62,2722.46,2727.76,2712.17,174294
5/15/2018,2718.59,2711.45,2718.59,2701.91,185408
5/14/2018,2733.37,2730.13,2742.1,2725.47,173589
5/11/2018,2722.7,2727.72,2732.86,2717.45,172019
5/10/2018,2705.02,2723.07,2726.11,2704.54,175016
5/9/2018,2678.12,2697.79,2701.27,2674.14,195728
5/8/2018,2670.26,2671.92,2676.34,2655.2,201249
5/7/2018,2669.36,2672.63,2683.35,2664.7,182898
5/4/2018,2621.45,2663.42,2670.93,2615.32,183440
5/3/2018,2628.08,2629.73,2637.14,2594.62,230176
5/2/2018,2654.24,2635.67,2660.87,2631.7,224301
5/1/2018,2643.64,2654.8,2655.27,2625.41,208652
4/30/2018,2675.05,2648.05,2682.92,2648.04,226703
4/27/2018,2675.47,2669.91,2677.35,2659.01,203723
4/26/2018,2651.65,2666.94,2676.48,2647.16,248387
4/25/2018,2634.92,2639.4,2645.3,2612.67,227045
4/24/2018,2680.8,2634.56,2683.55,2617.32,233890
4/23/2018,2675.4,2670.29,2682.86,2657.99,180869
4/20/2018,2692.56,2670.14,2693.94,2660.61,221230
4/19/2018,2701.16,2693.13,2702.84,2681.9,208291
4/18/2018,2710.11,2708.64,2717.49,2703.63,189435
4/17/2018,2692.74,2706.39,2713.34,2692.05,193863
4/16/2018,2670.1,2677.84,2686.49,2665.16,178205
4/13/2018,2676.9,2656.3,2680.26,2645.05,175719
4/12/2018,2653.83,2663.99,2674.72,2653.83,183819
4/11/2018,2643.89,2642.19,2661.43,2639.25,171125
4/10/2018,2638.41,2656.87,2665.45,2635.78,206043
4/9/2018,2617.18,2613.16,2653.55,2610.79,181562
4/6/2018,2645.82,2604.47,2656.88,2586.27,208125
4/5/2018,2657.36,2662.84,2672.08,2649.58,196299
4/4/2018,2584.04,2644.69,2649.86,2573.61,214965
4/3/2018,2592.17,2614.45,2619.14,2575.49,209722
4/2/2018,2633.45,2581.88,2638.3,2553.8,237028
3/29/2018,2614.41,2640.87,2659.07,2609.72,226891
3/28/2018,2611.3,2605,2632.65,2593.06,248626
3/27/2018,2667.57,2612.62,2674.78,2596.12,249051
3/26/2018,2619.35,2658.55,2661.36,2601.81,236991
3/23/2018,2646.71,2588.26,2657.67,2585.89,247507
3/22/2018,2691.36,2643.69,2695.68,2641.59,242643
3/21/2018,2714.99,2711.93,2739.14,2709.79,202114
3/20/2018,2715.05,2716.94,2724.22,2710.05,205725
3/19/2018,2741.38,2712.92,2741.38,2694.59,212647
3/16/2018,2750.57,2752.01,2761.85,2749.97,314990
3/15/2018,2754.27,2747.33,2763.03,2741.47,189246
3/14/2018,2774.06,2749.48,2777.11,2744.38,203160
3/13/2018,2792.31,2765.31,2801.9,2758.68,224244
3/12/2018,2790.54,2783.02,2796.98,2779.26,204468
3/9/2018,2752.91,2786.57,2786.57,2751.54,204694
3/8/2018,2732.75,2738.97,2740.45,2722.65,192992
3/7/2018,2710.18,2726.8,2730.6,2701.74,207525
3/6/2018,2730.18,2728.12,2732.08,2711.26,196248
3/5/2018,2681.06,2720.94,2728.09,2675.75,214602
3/2/2018,2658.89,2691.25,2696.25,2647.32,226158
3/1/2018,2715.22,2677.67,2730.89,2659.65,260270
2/28/2018,2753.78,2713.83,2761.52,2713.54,240906
2/27/2018,2780.45,2744.28,2789.15,2744.22,216917
2/26/2018,2757.37,2779.6,2780.64,2753.78,198532
2/23/2018,2715.8,2747.3,2747.76,2713.74,171808
2/22/2018,2710.42,2703.96,2731.26,2697.77,190830
2/21/2018,2720.53,2701.33,2747.75,2701.29,210177
2/20/2018,2722.99,2716.26,2737.6,2706.76,202251
2/16/2018,2727.14,2732.22,2754.42,2725.11,211072
2/15/2018,2713.46,2731.2,2731.51,2689.82,217357
2/14/2018,2651.21,2698.63,2702.1,2648.87,231277
2/13/2018,2646.27,2662.94,2668.84,2637.08,201243
2/12/2018,2636.75,2656,2672.61,2622.45,248909
2/9/2018,2601.78,2619.55,2638.67,2532.69,352506
2/8/2018,2685.01,2581,2685.27,2580.56,323505
2/7/2018,2690.95,2681.66,2727.67,2681.33,265478
2/6/2018,2614.78,2695.14,2701.04,2593.07,382038
2/5/2018,2741.06,2648.94,2763.39,2638.17,335071
2/2/2018,2808.92,2762.13,2808.92,2759.97,256696
2/1/2018,2816.45,2821.98,2835.96,2812.7,233045
1/31/2018,2832.41,2823.81,2839.26,2813.04,267808
1/30/2018,2832.74,2822.43,2837.75,2818.27,227662
1/29/2018,2867.23,2853.53,2870.62,2851.48,209841
1/26/2018,2847.48,2872.87,2872.87,2846.18,216006
1/25/2018,2846.24,2839.25,2848.56,2830.94,218367
1/24/2018,2845.42,2837.54,2852.97,2824.81,233915
1/23/2018,2835.05,2839.13,2842.24,2830.59,206358
1/22/2018,2809.16,2832.97,2833.03,2808.12,204592
1/19/2018,2802.6,2810.3,2810.33,2798.08,230027
1/18/2018,2802.4,2798.03,2805.83,2792.56,218409
1/17/2018,2784.99,2802.56,2807.04,2778.38,229051
1/16/2018,2798.96,2776.42,2807.54,2768.64,249842
1/12/2018,2770.18,2786.24,2787.85,2769.64,199497
1/11/2018,2752.97,2767.56,2767.56,2752.78,182700
1/10/2018,2745.55,2748.23,2750.8,2736.06,192752
1/9/2018,2751.15,2751.29,2759.14,2747.86,189529
1/8/2018,2742.67,2747.71,2748.51,2737.6,183503
1/5/2018,2731.33,2743.15,2743.45,2727.92,186217
1/4/2018,2719.31,2723.99,2729.29,2719.07,204579
1/3/2018,2697.85,2713.06,2714.37,2697.77,207690
1/2/2018,2683.73,2695.81,2695.89,2682.36,177305
12/29/2017,2689.15,2673.61,2692.12,2673.61,126335
12/28/2017,2686.1,2687.54,2687.66,2682.69,105140
12/27/2017,2682.1,2682.62,2685.64,2678.91,112273
12/26/2017,2679.09,2680.5,2682.74,2677.96,100933
12/22/2017,2684.22,2683.34,2685.35,2678.13,133866
12/21/2017,2683.02,2684.57,2692.64,2682.4,178298
12/20/2017,2688.18,2679.25,2691.01,2676.11,184542
12/19/2017,2692.71,2681.47,2694.44,2680.74,188693
12/18/2017,2685.92,2690.16,2694.97,2685.92,204849
12/15/2017,2660.63,2675.81,2679.63,2659.14,346737
12/14/2017,2665.87,2652.01,2668.09,2652.01,181352
12/13/2017,2667.59,2662.85,2671.88,2662.85,187141
12/12/2017,2661.73,2664.11,2669.72,2659.78,187237
12/11/2017,2652.19,2659.99,2660.33,2651.47,170765
12/8/2017,2646.21,2651.5,2651.65,2644.1,170431
12/7/2017,2628.38,2636.98,2640.99,2626.53,180276
12/6/2017,2626.24,2629.27,2634.41,2624.75,179895
12/5/2017,2639.78,2629.57,2648.72,2627.73,209675
12/4/2017,2657.19,2639.44,2665.19,2639.03,260845
12/1/2017,2645.1,2642.22,2650.62,2605.52,232684
11/30/2017,2633.93,2647.58,2657.74,2633.93,290427
11/29/2017,2627.82,2626.07,2634.89,2620.32,252344
11/28/2017,2605.94,2627.04,2627.69,2605.44,197528
11/27/2017,2602.66,2601.42,2606.41,2598.87,161360
11/24/2017,2600.42,2602.42,2604.21,2600.42,66400
11/22/2017,2600.31,2597.08,2600.94,2595.23,146938
11/21/2017,2589.17,2599.03,2601.19,2589.17,176003
11/20/2017,2579.49,2582.14,2584.64,2578.24,163354
11/17/2017,2582.94,2578.85,2583.96,2577.62,188107
11/16/2017,2572.95,2585.64,2590.09,2572.95,190033
11/15/2017,2569.45,2564.62,2572.84,2557.45,191651
11/14/2017,2577.75,2578.87,2579.66,2566.56,202911
11/13/2017,2576.53,2584.84,2587.66,2574.48,187855
11/10/2017,2580.18,2582.3,2583.81,2575.57,181799
11/9/2017,2584,2584.62,2586.5,2566.33,194611
11/8/2017,2588.71,2594.38,2595.47,2585.02,187121
11/7/2017,2592.11,2590.64,2597.02,2584.35,185832
11/6/2017,2587.47,2591.13,2593.38,2585.66,190102
11/3/2017,2581.93,2587.84,2588.42,2576.77,188605
11/2/2017,2579.46,2579.85,2581.11,2566.17,221999
11/1/2017,2583.21,2579.36,2588.4,2574.92,200902
10/31/2017,2575.99,2575.26,2578.29,2572.15,214169
10/30/2017,2577.75,2572.83,2580.03,2568.25,210249
10/27/2017,2570.26,2581.07,2582.98,2565.94,238465
10/26/2017,2560.08,2560.4,2567.07,2559.8,219527
10/25/2017,2566.52,2557.15,2567.4,2544,231997
10/24/2017,2568.66,2569.13,2572.18,2565.58,203920
10/23/2017,2578.08,2564.98,2578.29,2564.33,190565
10/20/2017,2567.56,2575.21,2575.44,2567.56,199343
10/19/2017,2553.39,2562.1,2562.36,2547.92,179582
10/18/2017,2562.87,2561.26,2564.11,2559.67,163918
10/17/2017,2557.17,2559.36,2559.71,2554.69,162550
10/16/2017,2555.57,2557.64,2559.47,2552.64,156670
10/13/2017,2555.66,2553.17,2557.65,2552.09,174993
10/12/2017,2552.88,2550.93,2555.33,2548.31,192573
10/11/2017,2550.62,2555.24,2555.24,2547.95,169252
10/10/2017,2549.99,2550.64,2555.23,2544.86,160293
10/9/2017,2551.39,2544.73,2551.82,2541.6,140854
10/6/2017,2547.44,2549.33,2549.41,2543.79,153104
10/5/2017,2540.86,2552.07,2552.51,2540.02,160765
10/4/2017,2533.48,2537.74,2540.53,2531.8,155487
10/3/2017,2530.34,2534.58,2535.13,2528.85,164157
10/2/2017,2521.2,2529.12,2529.23,2520.4,172237
9/29/2017,2509.96,2519.36,2519.44,2507.99,170127
9/28/2017,2503.41,2510.06,2510.81,2502.93,167484
9/27/2017,2503.3,2507.04,2511.75,2495.91,192129
9/26/2017,2501.04,2496.84,2503.51,2495.12,172291
9/25/2017,2499.39,2496.66,2502.54,2488.03,190536
9/22/2017,2497.26,2502.22,2503.47,2496.54,156315
9/21/2017,2507.16,2500.6,2507.16,2499,168916
9/20/2017,2506.84,2508.24,2508.85,2496.67,195823
9/19/2017,2506.29,2506.65,2507.84,2503.19,177113
9/18/2017,2502.51,2503.87,2508.32,2499.92,181285
9/15/2017,2495.67,2500.23,2500.23,2493.16,282280
9/14/2017,2494.56,2495.62,2498.43,2491.35,175343
9/13/2017,2493.89,2498.37,2498.37,2492.14,173381
9/12/2017,2491.94,2496.48,2496.77,2490.37,179593
9/11/2017,2474.52,2488.11,2488.95,2474.52,181656
9/8/2017,2462.25,2461.43,2467.11,2459.4,183948
9/7/2017,2468.06,2465.1,2468.62,2460.29,193191
9/6/2017,2463.83,2465.54,2469.64,2459.2,188251
9/5/2017,2470.35,2457.85,2471.97,2446.55,189679
9/1/2017,2474.42,2476.55,2480.38,2473.85,142997
8/31/2017,2462.65,2471.65,2475.01,2462.65,188641
8/30/2017,2446.06,2457.59,2460.31,2443.77,144052
8/29/2017,2431.94,2446.3,2449.19,2428.2,138524
8/28/2017,2447.35,2444.24,2449.12,2439.03,137723
8/25/2017,2444.72,2443.05,2453.96,2442.22,137386
8/24/2017,2447.91,2438.97,2450.39,2436.19,150277
8/23/2017,2444.88,2444.04,2448.91,2441.42,144195
8/22/2017,2433.75,2452.51,2454.77,2433.67,141903
8/21/2017,2425.5,2428.37,2430.58,2417.35,150061
8/18/2017,2427.64,2425.55,2440.27,2420.69,176803
8/17/2017,2462.95,2430.01,2465.02,2430.01,178788
8/16/2017,2468.63,2468.11,2474.93,2463.86,154706
8/15/2017,2468.66,2464.61,2468.9,2461.61,153955
8/14/2017,2454.96,2465.84,2468.22,2454.96,146101
8/11/2017,2441.04,2441.32,2448.09,2437.85,150057
8/10/2017,2465.38,2438.21,2465.38,2437.75,185500
8/9/2017,2465.35,2474.02,2474.41,2462.08,161373
8/8/2017,2478.35,2474.92,2490.87,2470.32,166523
8/7/2017,2477.14,2480.91,2480.95,2475.88,144286
8/4/2017,2476.88,2476.83,2480,2472.08,170696
8/3/2017,2476.03,2472.16,2476.03,2468.85,184284
8/2/2017,2480.38,2477.57,2480.38,2466.48,194731
8/1/2017,2477.1,2476.35,2478.51,2471.14,193064
7/31/2017,2475.94,2470.3,2477.96,2468.53,201702
7/28/2017,2469.12,2472.1,2473.53,2464.66,188272
7/27/2017,2482.76,2475.42,2484.04,2459.93,259099
7/26/2017,2479.97,2477.83,2481.69,2474.94,215994
7/25/2017,2477.88,2477.13,2481.24,2474.91,232559
7/24/2017,2472.04,2469.91,2473.1,2466.32,169002
7/21/2017,2467.4,2472.54,2472.54,2465.06,182402
7/20/2017,2475.56,2473.45,2477.62,2468.43,192472
7/19/2017,2463.85,2473.83,2473.83,2463.85,170781
7/18/2017,2455.88,2460.61,2460.92,2450.34,159049
7/17/2017,2459.5,2459.14,2462.82,2457.16,155217
7/14/2017,2449.16,2459.27,2463.54,2446.69,156833
7/13/2017,2444.99,2447.83,2449.32,2441.69,169383
7/12/2017,2435.75,2443.25,2445.76,2435.75,172645
7/11/2017,2427.35,2425.53,2429.3,2412.79,161644
7/10/2017,2424.51,2427.43,2432,2422.27,162149
7/7/2017,2413.52,2425.18,2426.92,2413.52,156593
7/6/2017,2423.44,2409.75,2424.28,2407.7,186213
7/5/2017,2430.78,2432.54,2434.9,2422.05,183722
7/3/2017,2431.39,2429.01,2439.17,2428.69,109985
6/30/2017,2429.2,2423.41,2432.71,2421.65,187171
6/29/2017,2442.38,2419.7,2442.73,2405.7,213697
6/28/2017,2428.7,2440.69,2442.97,2428.02,182684
6/27/2017,2436.34,2419.38,2440.15,2419.38,187607
6/26/2017,2443.32,2439.07,2450.42,2437.03,165847
6/23/2017,2434.65,2438.3,2441.4,2431.11,272026
6/22/2017,2437.4,2434.5,2441.62,2433.27,179788
6/21/2017,2439.31,2435.61,2442.23,2430.74,192363
6/20/2017,2450.66,2437.03,2450.66,2436.6,179820
6/19/2017,2442.55,2453.46,2453.82,2441.79,170383
6/16/2017,2431.24,2433.15,2433.15,2422.88,291184
6/15/2017,2424.14,2432.46,2433.95,2418.53,182287
6/14/2017,2443.75,2437.92,2443.75,2428.34,178590
6/13/2017,2434.15,2440.35,2441.49,2431.28,177870
6/12/2017,2425.88,2429.39,2430.38,2419.97,246986
6/9/2017,2436.39,2431.77,2446.2,2415.7,235913
6/8/2017,2434.27,2433.79,2439.27,2427.94,197849
6/7/2017,2432.03,2433.14,2435.28,2424.75,186590
6/6/2017,2431.92,2429.33,2436.21,2428.12,177458
6/5/2017,2437.83,2436.1,2439.55,2434.32,157879
6/2/2017,2431.28,2439.07,2440.23,2427.71,182814
6/1/2017,2415.65,2430.06,2430.06,2413.54,193693
5/31/2017,2415.63,2411.8,2415.99,2403.59,237614
5/30/2017,2411.67,2412.91,2415.26,2409.43,161268
5/26/2017,2414.5,2415.82,2416.68,2412.2,138314
5/25/2017,2409.54,2415.07,2418.71,2408.01,178207
5/24/2017,2401.41,2404.39,2405.58,2397.99,164752
5/23/2017,2397.04,2398.42,2400.85,2393.88,163435
5/22/2017,2387.21,2394.02,2395.46,2386.92,170341
5/19/2017,2371.37,2381.73,2389.06,2370.43,205226
5/18/2017,2354.69,2365.72,2375.74,2352.72,218181
5/17/2017,2382.95,2357.03,2384.87,2356.21,254270
5/16/2017,2404.55,2400.67,2405.77,2396.05,188142
5/15/2017,2393.98,2402.32,2404.05,2393.94,172098
5/12/2017,2392.44,2390.9,2392.44,2387.19,159656
5/11/2017,2394.84,2394.44,2395.72,2381.74,175227
5/10/2017,2396.79,2399.63,2399.74,2392.79,173435
5/9/2017,2401.58,2396.92,2403.87,2392.44,168906
5/8/2017,2399.94,2399.38,2401.36,2393.92,167991
5/5/2017,2392.37,2399.29,2399.29,2389.38,161768
5/4/2017,2389.79,2389.52,2391.43,2380.35,197811
5/3/2017,2386.5,2388.13,2389.82,2379.75,206552
5/2/2017,2391.05,2391.17,2392.93,2385.82,230018
5/1/2017,2388.5,2388.33,2394.49,2384.83,180747
4/28/2017,2393.68,2384.2,2393.68,2382.36,211064
4/27/2017,2389.7,2388.77,2392.1,2382.68,205050
4/26/2017,2388.98,2387.45,2398.16,2386.76,215048
4/25/2017,2381.51,2388.61,2392.48,2381.15,211395
4/24/2017,2370.33,2374.15,2376.98,2369.19,206627
4/21/2017,2354.74,2348.69,2356.18,2344.51,192168
4/20/2017,2342.69,2355.84,2361.37,2340.91,194091
4/19/2017,2346.79,2338.17,2352.63,2335.05,179596
4/18/2017,2342.53,2342.19,2348.35,2334.54,175316
4/17/2017,2332.62,2349.01,2349.14,2332.51,147932
4/13/2017,2341.98,2328.95,2348.26,2328.95,162017
4/12/2017,2352.15,2344.93,2352.72,2341.18,173026
4/11/2017,2353.92,2353.78,2355.22,2337.25,167222
4/10/2017,2357.16,2357.16,2366.37,2351.5,145734
4/7/2017,2356.59,2355.54,2363.76,2350.74,160762
4/6/2017,2353.79,2357.49,2364.16,2348.9,175581
4/5/2017,2366.59,2352.95,2378.36,2350.52,187492
4/4/2017,2354.76,2360.16,2360.53,2350.72,161688
4/3/2017,2362.34,2358.84,2365.87,2344.73,190533
3/31/2017,2364.82,2362.72,2370.35,2362.6,182183
3/30/2017,2361.31,2368.06,2370.42,2358.58,163287
3/29/2017,2356.54,2361.13,2363.36,2352.94,154041
3/28/2017,2339.79,2358.57,2363.78,2337.63,177603
3/27/2017,2329.11,2341.59,2344.9,2322.25,176468
3/24/2017,2350.42,2343.98,2356.22,2335.74,175821
3/23/2017,2345.97,2345.96,2358.92,2342.13,175019
3/22/2017,2343,2348.45,2351.81,2336.45,198218
3/21/2017,2379.32,2344.02,2381.93,2341.9,248011
3/20/2017,2378.24,2373.47,2379.55,2369.66,168296
3/17/2017,2383.71,2378.25,2385.71,2377.64,308109
3/16/2017,2387.71,2381.38,2388.1,2377.18,171776
3/15/2017,2370.34,2385.26,2390.01,2368.94,199608
3/14/2017,2368.55,2365.45,2368.55,2358.18,153167
3/13/2017,2371.56,2373.47,2374.42,2368.52,168450
3/10/2017,2372.52,2372.6,2376.86,2363.04,185657
3/9/2017,2363.49,2364.87,2369.08,2354.54,175024
3/8/2017,2369.81,2362.98,2373.09,2361.01,186836
3/7/2017,2370.74,2368.38,2375.12,2365.51,175117
3/6/2017,2375.23,2375.31,2378.8,2367.98,176817
3/3/2017,2380.92,2383.12,2383.89,2375.39,179974
3/2/2017,2394.75,2381.92,2394.75,2380.17,195150
3/1/2017,2380.13,2395.96,2400.98,2380.13,235768
2/28/2017,2366.08,2363.64,2367.79,2358.96,226596
2/27/2017,2365.23,2369.75,2371.54,2361.87,176939
2/24/2017,2355.73,2367.34,2367.34,2352.87,187720
2/23/2017,2367.5,2363.81,2368.26,2355.09,195820
2/22/2017,2361.11,2362.82,2365.13,2358.34,178154
2/21/2017,2354.91,2365.38,2366.71,2354.91,194623
2/17/2017,2343.01,2351.16,2351.16,2339.58,198682
2/16/2017,2349.64,2347.22,2351.31,2338.87,196704
2/15/2017,2335.58,2349.25,2351.3,2334.81,208950
2/14/2017,2326.12,2337.58,2337.58,2322.17,205354
2/13/2017,2321.72,2328.25,2331.58,2321.42,185018
2/10/2017,2312.27,2316.1,2319.23,2311.1,195305
2/9/2017,2296.7,2307.87,2311.08,2296.61,204085
2/8/2017,2289.55,2294.67,2295.91,2285.38,198303
2/7/2017,2295.87,2293.08,2299.4,2290.16,200144
2/6/2017,2294.28,2292.56,2296.18,2288.57,184333
2/3/2017,2288.54,2297.42,2298.31,2287.88,204810
2/2/2017,2276.69,2280.85,2283.97,2271.65,218005
2/1/2017,2285.59,2279.55,2289.14,2272.44,242615
1/31/2017,2274.02,2278.87,2279.09,2267.21,239148
1/30/2017,2286.01,2280.9,2286.01,2268.04,189875
1/27/2017,2299.02,2294.69,2299.02,2291.62,184927
1/26/2017,2298.63,2296.68,2300.99,2294.08,216350
1/25/2017,2288.88,2298.37,2299.55,2288.88,231511
1/24/2017,2267.88,2280.07,2284.63,2266.68,205541
1/23/2017,2267.78,2265.2,2271.78,2257.02,183583
1/20/2017,2269.96,2271.31,2276.96,2265.01,215457
1/19/2017,2271.9,2263.69,2274.33,2258.41,184654
1/18/2017,2269.14,2271.89,2272.01,2263.35,181807
1/17/2017,2269.14,2267.89,2272.08,2262.81,203023
1/13/2017,2272.74,2274.64,2278.68,2271.51,168788
1/12/2017,2271.14,2270.44,2271.78,2254.25,181522
1/11/2017,2268.6,2275.32,2275.32,2260.83,193144
1/10/2017,2269.72,2268.9,2279.27,2265.27,197280
1/9/2017,2273.59,2268.9,2275.49,2268.9,171640
1/6/2017,2271.14,2276.98,2282.1,2264.06,175112
1/5/2017,2268.18,2269,2271.5,2260.45,193519
1/4/2017,2261.6,2270.75,2272.82,2261.6,194325
1/3/2017,2251.57,2257.83,2263.88,2245.13,205072
12/30/2016,2251.61,2238.83,2253.58,2233.62,146310
12/29/2016,2249.5,2249.26,2254.51,2244.56,118601
12/28/2016,2270.23,2249.92,2271.31,2249.11,126307
12/27/2016,2266.23,2268.88,2273.82,2266.15,99698
12/23/2016,2260.25,2263.79,2263.79,2258.84,99901
12/22/2016,2262.93,2260.96,2263.18,2256.08,155591
12/21/2016,2270.54,2265.18,2271.23,2265.15,146758
12/20/2016,2266.5,2270.76,2272.56,2266.14,169798
12/19/2016,2259.24,2262.53,2267.47,2258.21,176135
12/16/2016,2266.81,2258.07,2268.05,2254.24,332898
12/15/2016,2253.77,2262.03,2272.12,2253.77,221832
12/14/2016,2268.35,2253.28,2276.2,2248.44,245315
12/13/2016,2263.32,2271.72,2277.53,2263.32,212413
12/12/2016,2258.83,2256.96,2264.03,2252.37,208447
12/9/2016,2249.73,2259.53,2259.8,2249.23,201047
12/8/2016,2241.13,2246.19,2251.69,2237.57,230503
12/7/2016,2210.72,2241.35,2241.63,2208.93,254014
12/6/2016,2207.26,2212.23,2212.78,2202.21,204844
12/5/2016,2200.65,2204.71,2209.42,2199.97,211938
12/2/2016,2191.12,2191.95,2197.95,2188.37,204881
12/1/2016,2200.17,2191.08,2202.6,2187.44,276875
11/30/2016,2204.97,2198.81,2214.1,2198.81,287850
11/29/2016,2200.76,2204.66,2210.46,2198.15,192148
11/28/2016,2210.21,2201.72,2211.14,2200.36,187232
11/25/2016,2206.27,2213.35,2213.35,2206.27,84224
11/23/2016,2198.55,2204.72,2204.72,2194.51,186558
11/22/2016,2201.56,2202.94,2204.8,2194.51,218110
11/21/2016,2186.43,2198.18,2198.7,2186.43,199737
11/18/2016,2186.85,2181.9,2189.89,2180.38,211687
11/17/2016,2178.61,2187.12,2188.06,2176.65,229127
11/16/2016,2177.53,2176.94,2179.22,2172.2,216980
11/15/2016,2168.29,2180.39,2180.84,2166.38,251726
11/14/2016,2165.64,2164.2,2171.36,2156.08,307946
11/11/2016,2162.71,2164.45,2165.92,2152.49,270902
11/10/2016,2167.49,2167.48,2182.3,2151.17,382623
11/9/2016,2131.56,2163.26,2170.1,2125.35,363873
11/8/2016,2129.92,2139.56,2146.87,2123.56,199499
11/7/2016,2100.59,2131.52,2132,2100.59,210529
11/4/2016,2083.79,2085.18,2099.07,2083.79,210211
11/3/2016,2098.8,2088.66,2102.56,2085.23,203456
11/2/2016,2109.43,2097.94,2111.76,2094,223297
11/1/2016,2128.68,2111.72,2131.45,2097.85,228833
10/31/2016,2129.78,2126.15,2133.25,2125.53,210155
10/28/2016,2132.23,2126.41,2140.72,2119.36,231663
10/27/2016,2144.06,2133.04,2147.13,2132.52,225568
10/26/2016,2136.97,2139.43,2145.73,2131.59,208926
10/25/2016,2149.72,2143.16,2151.44,2141.93,207664
10/24/2016,2148.5,2151.33,2154.79,2146.91,187110
10/21/2016,2139.43,2141.16,2142.63,2130.09,206278
10/20/2016,2142.51,2141.34,2147.18,2133.44,200177
10/19/2016,2140.81,2144.29,2148.44,2138.15,188018
10/18/2016,2138.31,2139.6,2144.38,2135.49,173166
10/17/2016,2132.95,2126.5,2135.61,2124.43,161603
10/14/2016,2139.68,2132.98,2149.19,2132.98,189894
10/13/2016,2130.26,2132.55,2138.19,2114.72,199404
10/12/2016,2137.67,2139.18,2145.36,2132.77,168674
10/11/2016,2161.35,2136.73,2161.56,2128.84,203504
10/10/2016,2160.39,2163.66,2169.6,2160.39,164683
10/7/2016,2164.19,2153.74,2165.86,2144.85,186983
10/6/2016,2158.22,2160.77,2162.93,2150.28,186065
10/5/2016,2155.15,2159.73,2163.95,2155.15,203884
10/4/2016,2163.37,2150.49,2165.46,2144.01,192037
10/3/2016,2164.33,2161.2,2164.41,2154.77,165275
9/30/2016,2156.51,2168.27,2175.3,2156.51,239195
9/29/2016,2168.9,2151.13,2172.67,2145.2,209119
9/28/2016,2161.85,2171.37,2172.4,2151.79,193090
9/27/2016,2146.04,2159.93,2161.13,2141.55,184123
9/26/2016,2158.54,2146.1,2158.54,2145.04,182733
9/23/2016,2173.29,2164.69,2173.75,2163.97,190923
9/22/2016,2170.94,2177.18,2179.99,2170.94,181060
9/21/2016,2144.58,2163.12,2165.11,2139.57,200710
9/20/2016,2145.94,2139.76,2150.8,2139.17,166526
9/19/2016,2143.99,2139.12,2153.61,2135.91,170780
9/16/2016,2146.48,2139.16,2146.48,2131.2,294494
9/15/2016,2125.36,2147.26,2151.31,2122.36,201222
9/14/2016,2127.86,2125.77,2141.33,2119.9,210024
9/13/2016,2150.47,2127.02,2150.47,2120.27,225725
9/12/2016,2120.86,2159.04,2163.3,2119.12,229103
9/9/2016,2169.08,2127.81,2169.08,2127.81,251953
9/8/2016,2182.76,2181.3,2184.94,2177.49,198298
9/7/2016,2185.17,2186.16,2187.87,2179.07,180763
