Date,AAPL News Sentiment Score,AAPL Twitter Sentiment Score,NVDA News Sentiment Score,NVDA Twitter Sentiment Score,MSFT News Sentiment Score,MSFT Twitter Sentiment Score,AMZN News Sentiment Score,AMZN Twitter Sentiment Score,GOOGL News Sentiment Score,GOOGL Twitter Sentiment Score,META News Sentiment Score,META Twitter Sentiment Score,TSLA News Sentiment Score,TSLA Twitter Sentiment Score,BRK.B News Sentiment Score,BRK.B Twitter Sentiment Score,LLY News Sentiment Score,LLY Twitter Sentiment Score,AVGO News Sentiment Score,AVGO Twitter Sentiment Score,WMT News Sentiment Score,WMT Twitter Sentiment Score,JPM News Sentiment Score,JPM Twitter Sentiment Score,V News Sentiment Score,V Twitter Sentiment Score,UNH News Sentiment Score,UNH Twitter Sentiment Score,XOM News Sentiment Score,XOM Twitter Sentiment Score,Weighted News Sentiment Score,Weighted Twitter Sentiment Score
2024-09-30,-0.005988023952095809,-0.043243243243243246,-0.011695906432748537,0.008111239860950173,-0.0063025210084033615,-0.029535864978902954,-0.011976047904191617,-0.02727272727272727,-0.07383966244725738,-0.04878048780487805,0.01694915254237288,-0.017094017094017096,0.020289855072463767,0.008849557522123894,0.0,0.0,0.0,-0.06666666666666667,-0.05,0.02631578947368421,0.0,0.16666666666666666,0.0,-0.018867924528301886,-0.10526315789473684,-0.14705882352941177,0.0,-1.0,-0.008264462809917356,-0.21428571428571427,-0.014649425030402449,-0.02040180093954163
2024-09-27,-0.003115264797507788,-0.039603960396039604,0.027544910179640718,0.016827783745076978,-0.01451378809869376,-0.033707865168539325,-0.05847953216374269,0.0,-0.0037128712871287127,-0.05063291139240506,-0.02077922077922078,0.012244897959183673,-0.002053388090349076,0.037539936102236424,0.06451612903225806,0.038461538461538464,-0.07317073170731707,0.0,0.0782608695652174,0.010526315789473684,0.0056179775280898875,0.0,-0.008241758241758242,0.1125,-0.06363636363636363,-0.140625,-0.017543859649122806,-0.09090909090909091,-0.0979020979020979,-0.1751412429378531,-0.002731051027522829,-0.012383371283775051
2024-09-26,-0.02506265664160401,-0.051630434782608696,0.03589232303090728,0.05268996117581808,-0.043418332184700204,-0.11834319526627218,-0.018691588785046728,-0.029288702928870293,-0.04931714719271624,-0.07191316146540028,0.009180327868852459,0.019332161687170474,0.0350609756097561,0.05432722678458623,-0.03773584905660377,-0.1125,0.03508771929824561,0.13793103448275862,0.054945054945054944,0.05128205128205128,0.009950248756218905,0.0847457627118644,-0.006109979633401222,0.038461538461538464,-0.3277310924369748,-0.105,-0.11538461538461539,0.0,-0.061946902654867256,-0.23756906077348067,-0.007512260479544462,-0.024672941166831032
2024-09-25,0.0073439412484700125,-0.046052631578947366,0.046511627906976744,0.03713723561239547,-0.006507592190889371,0.01094391244870041,0.018867924528301886,0.004081632653061225,-0.00778642936596218,-0.010914051841746248,-0.0019047619047619048,-0.018957345971563982,0.03832116788321168,0.06451612903225806,0.05263157894736842,-0.1791044776119403,0.0,0.06060606060606061,0.05,0.02857142857142857,0.06074766355140187,0.09859154929577464,0.0,-0.03404255319148936,-0.4309133489461358,-0.3283582089552239,0.14285714285714285,0.0,-0.09813084112149532,-0.5365853658536586,0.015738881254390498,0.0032371408878924214
2024-09-24,-0.0010193679918450561,-0.025,0.0322061191626409,0.012435233160621761,-0.021601016518424398,-0.04532967032967033,0.012232415902140673,0.04794520547945205,-0.015384615384615385,-0.02676056338028169,0.00980392156862745,-0.029585798816568046,0.0700280112044818,0.09826883910386966,-0.15384615384615385,0.045454545454545456,0.0,0.10344827586206896,0.10679611650485436,0.0,0.02066115702479339,0.05,0.0,0.0211864406779661,-0.2916666666666667,-0.3645833333333333,-0.02857142857142857,-0.2,-0.2860576923076923,-0.7062374245472837,0.013248585646927834,-0.003862159125655681
2024-09-23,-0.003243243243243243,0.014423076923076924,0.01838235294117647,0.011780104712041885,-0.004792332268370607,0.046242774566473986,-0.010416666666666666,-0.02564102564102564,-0.024943310657596373,-0.0273224043715847,-0.004366812227074236,0.06862745098039216,0.008746355685131196,-0.009302325581395349,0.0,0.14285714285714285,0.0,0.09523809523809523,-0.017241379310344827,0.022727272727272728,0.01020408163265306,-0.17391304347826086,-0.009389671361502348,-0.07692307692307693,0.0,-0.05263157894736842,-0.10526315789473684,-0.25,0.0,-0.13793103448275862,-0.00288211100109282,0.013097377468215614
2024-09-20,0.004527162977867203,-0.00727802037845706,0.059393939393939395,0.03965107057890563,0.00697350069735007,0.043209876543209874,0.0024875621890547263,-0.10512820512820513,-0.026627218934911243,0.01746031746031746,0.022332506203473945,-0.013333333333333334,0.03190184049079755,0.0509131156613171,0.0425531914893617,-0.018518518518518517,0.034482758620689655,-0.06451612903225806,0.22388059701492538,0.04895104895104895,-0.006060606060606061,-0.36054421768707484,0.0021691973969631237,0.0,0.0,0.015384615384615385,-0.03571428571428571,0.0,0.03571428571428571,0.05263157894736842,0.027326643711656766,0.00777332991155677
2024-09-19,0.0021551724137931034,-0.03875968992248062,0.0035885167464114833,0.0028169014084507044,-0.00903954802259887,-0.002751031636863824,-0.02564102564102564,0.005333333333333333,-0.0762081784386617,0.015258215962441314,-0.0285204991087344,0.005780346820809248,-0.009884678747940691,-0.0013651877133105802,-0.1875,-0.07142857142857142,-0.05263157894736842,0.058823529411764705,0.056818181818181816,0.06015037593984962,-0.013422818791946308,0.02,-0.012987012987012988,0.006060606060606061,0.05555555555555555,0.23076923076923078,0.0,0.0,0.0,-0.047619047619047616,-0.011931773242314106,-0.001456427917626205
2024-09-18,-0.012733446519524618,-0.031055900621118012,-0.002728512960436562,0.00963302752293578,0.053440702781844804,0.0920535011801731,0.0289193302891933,-0.007722007722007722,-0.07778556412053259,0.07107843137254902,-0.0200445434298441,-0.011627906976744186,0.012437810945273632,-0.025020850708924104,0.17647058823529413,0.0,-0.03636363636363636,-0.10526315789473684,-0.0761904761904762,0.02247191011235955,-0.008438818565400843,-0.05102040816326531,0.0033707865168539327,0.011152416356877323,0.1388888888888889,0.07894736842105263,-0.07692307692307693,0.0,0.03225806451612903,0.013888888888888888,-0.004348264402468636,0.017581398649377897
2024-09-17,-0.0671186440677966,-0.06373937677053824,-0.009765625,0.007447864945382324,0.07464324917672886,0.20408163265306123,-0.002912621359223301,-0.011320754716981131,-0.023255813953488372,-0.026533996683250415,-0.013457556935817806,-0.011538461538461539,-0.02132701421800948,-0.03787195671776375,0.1875,-0.08333333333333333,-0.016666666666666666,0.07142857142857142,-0.1885245901639344,-0.06422018348623854,0.013888888888888888,-0.034482758620689655,-0.002257336343115124,-0.09523809523809523,0.06666666666666667,0.02857142857142857,-0.03225806451612903,0.0,0.05223880597014925,-0.06493506493506493,-0.01855164860050357,0.01270597044120284
2024-09-16,-0.012307692307692308,-0.08178438661710037,-0.0037735849056603774,0.05297157622739018,0.0,0.01485148514851485,-0.06535947712418301,-0.0594059405940594,-0.030864197530864196,-0.04914004914004914,-0.005291005291005291,-0.021621621621621623,-0.011111111111111112,-0.021686746987951807,-0.07407407407407407,0.0,0.0,0.11764705882352941,0.0,0.02857142857142857,0.0410958904109589,-0.058823529411764705,-0.006289308176100629,-0.08955223880597014,0.0,0.0,0.0,0.0,-0.012658227848101266,-0.06666666666666667,-0.015779243935106997,-0.01795906151154646
2024-09-13,0.0041841004184100415,-0.03773584905660377,0.024415055951169887,0.0366327025715672,-0.01669449081803005,-0.18211206896551724,-0.04316546762589928,-0.07291666666666667,-0.017811704834605598,-0.05255878284923928,0.013020833333333334,0.011363636363636364,0.00375234521575985,-0.017288444040036398,-0.028037383177570093,-0.24277456647398843,0.07547169811320754,0.22388059701492538,0.16521739130434782,0.01935483870967742,-0.048672566371681415,-0.14444444444444443,-0.007272727272727273,0.009174311926605505,0.037037037037037035,0.08602150537634409,-0.08,0.0,0.03389830508474576,0.038461538461538464,0.00605505014197313,-0.04611663916358503
2024-09-12,-0.007320644216691069,-0.0794979079497908,0.03302433371958285,0.047758620689655175,0.0011876484560570072,-0.05179282868525897,0.009230769230769232,0.004098360655737705,-0.03669724770642202,-0.05447941888619855,-0.0026109660574412533,0.0,0.0019646365422396855,0.007319304666056725,-0.033707865168539325,-0.16483516483516483,0.04597701149425287,0.09090909090909091,0.11214953271028037,0.09216589861751152,0.01764705882352941,0.0,0.0018018018018018018,0.022556390977443608,-0.05405405405405406,0.0392156862745098,-0.2564102564102564,-0.125,-0.030534351145038167,-0.02040816326530612,0.008310067934304752,-0.0157398190419789
2024-09-11,-0.0340046219874546,-0.1558872305140962,0.005547850208044383,0.01759640584050917,0.0036452004860267314,0.011494252873563218,0.02620967741935484,0.034055727554179564,-0.13658536585365855,-0.1563106796116505,0.00546448087431694,-0.022935779816513763,0.01297016861219196,0.028372900984365953,-0.06349206349206349,-0.11764705882352941,-0.027777777777777776,0.02857142857142857,0.17073170731707318,0.03007518796992481,0.006369426751592357,0.02564102564102564,-0.06066734074823053,-0.19158878504672897,-0.045454545454545456,0.18421052631578946,0.0,-0.03225806451612903,-0.07534246575342465,-0.08629441624365482,-0.006478104024478161,-0.03780744428897376
2024-09-10,-0.008702046819463169,-0.04575685022612397,0.009070294784580499,0.019700839109813937,0.0015432098765432098,0.011990407673860911,0.02997275204359673,-0.009852216748768473,-0.12685714285714286,-0.20383851753805426,0.0053475935828877,0.0,0.006587615283267457,0.018209408194233688,0.09523809523809523,-0.021739130434782608,0.06306306306306306,0.04838709677419355,0.014925373134328358,-0.00641025641025641,0.009523809523809525,-0.10344827586206896,0.005649717514124294,-0.01639344262295082,0.11764705882352941,0.09090909090909091,-0.024390243902439025,0.0,0.0364963503649635,0.009259259259259259,-0.008903914116542781,-0.027024194602909377
2024-09-09,-0.0034071550255536627,-0.00931098696461825,-0.009446693657219974,0.0008064516129032258,-0.003968253968253968,0.005747126436781609,0.0,0.0425531914893617,-0.11909650924024641,-0.1482889733840304,0.004347826086956522,0.010752688172043012,0.008620689655172414,0.016205910390848427,0.06060606060606061,0.16666666666666666,0.02197802197802198,-0.03571428571428571,0.007936507936507936,0.05063291139240506,0.0,-0.1935483870967742,-0.004048582995951417,-0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,-0.015440365074501238,-0.007702141870239291
2024-09-06,0.005789909015715467,0.0057306590257879654,-0.013544018058690745,-0.016214964095436647,-0.012790697674418604,-0.03908045977011494,0.023391812865497075,0.04332129963898917,-0.03589108910891089,-0.04341317365269461,0.00558659217877095,-0.02962962962962963,0.025431425976385105,0.059673659673659674,-0.0784313725490196,0.0,-0.05172413793103448,-0.09782608695652174,-0.07713498622589532,0.010063559322033898,0.010050251256281407,-0.19672131147540983,-0.0012953367875647669,-0.016,-0.017543859649122806,0.029411764705882353,-0.29545454545454547,0.0,-0.0594059405940594,-0.01098901098901099,-0.007273811757389643,-0.006435759815720713
2024-09-05,0.0,-0.00980392156862745,-0.09565217391304348,-0.07803909590714722,-0.006920415224913495,-0.0407673860911271,-0.021739130434782608,0.0072992700729927005,-0.056179775280898875,-0.0765625,0.009153318077803204,-0.035897435897435895,0.014891179839633447,0.05236768802228412,0.13333333333333333,0.1875,-0.01948051948051948,0.0,-0.015151515151515152,-0.08223684210526316,0.03496503496503497,0.022727272727272728,0.0,0.028985507246376812,0.04,0.0,0.05555555555555555,0.09090909090909091,-0.0056179775280898875,0.007518796992481203,-0.027683020015208205,-0.036032562521053045
2024-09-04,-0.00931098696461825,0.002898550724637681,-0.1209349593495935,-0.11909124221326493,-0.008376963350785341,-0.03598484848484849,-0.0038314176245210726,-0.011278195488721804,-0.01793103448275862,-0.03197674418604651,-0.017632241813602016,-0.00510204081632653,-0.004694835680751174,0.013622291021671827,-0.15384615384615385,0.08108108108108109,-0.02127659574468085,0.07407407407407407,-0.12682926829268293,-0.06167400881057269,0.014598540145985401,0.0,-0.008333333333333333,-0.0410958904109589,0.0,0.10606060606060606,0.06896551724137931,0.12121212121212122,-0.0958904109589041,-0.02666666666666667,-0.037840321281639465,-0.03645951179439487
2024-09-03,0.000784313725490196,-0.02564102564102564,-0.014824797843665768,0.024864024864024864,-0.0039447731755424065,-0.016129032258064516,0.01809954751131222,0.0,-0.005859375,-0.056790123456790124,-0.007692307692307693,-0.014492753623188406,0.03556187766714083,0.06420664206642067,0.04,0.14035087719298245,0.018867924528301886,0.06896551724137931,0.0,0.0,0.0,-0.038461538461538464,-0.008595988538681949,-0.03508771929824561,0.0,0.0,0.0,-0.25,0.0,-0.04,-0.00018448844264053608,-0.006770898207879089
2024-09-02,0.0,0.015625,0.0031645569620253164,0.06359102244389027,-0.002320185614849188,0.00558659217877095,0.005813953488372093,0.0,-0.02054794520547945,-0.018461538461538463,0.005376344086021506,-0.07142857142857142,-0.007272727272727273,-0.023255813953488372,0.0,0.11538461538461539,0.0,0.0,0.021739130434782608,0.044444444444444446,0.009523809523809525,0.0,0.0,-0.06666666666666667,0.0,0.125,0.0,-0.14285714285714285,0.0,-0.05555555555555555,-0.00022661098233141692,0.009463924009059755
2024-08-30,0.0165016501650165,0.0255863539445629,-0.0435052827843381,0.02109981414671477,0.011,0.021526418786692758,0.005277044854881266,-0.009433962264150943,-0.04275534441805225,-0.09918478260869565,-0.001658374792703151,-0.019455252918287938,-0.04753521126760563,-0.07193229901269393,0.03773584905660377,0.3048128342245989,-0.01818181818181818,-0.0392156862745098,-0.09210526315789473,0.0,0.0,-0.08045977011494253,0.0014727540500736377,0.0,0.08108108108108109,0.0,0.0,0.16666666666666666,0.05660377358490566,-0.007936507936507936,-0.015754310287432235,-0.005733563639855289
2024-08-29,0.001579778830963665,-0.05725971370143149,-0.03175980562304755,0.03401281754304687,-0.008205128205128205,-0.0018726591760299626,-0.005649717514124294,-0.00784313725490196,-0.06435137895812053,-0.13414634146341464,-0.018361581920903956,-0.040268456375838924,-0.014814814814814815,-0.06415620641562064,0.05245901639344262,0.42698191933240615,-0.012345679012345678,-0.014285714285714285,-0.15384615384615385,0.0,0.0,0.0,0.005154639175257732,0.03225806451612903,-0.16666666666666666,0.058823529411764705,-0.07692307692307693,0.0625,-0.05970149253731343,-0.032520325203252036,-0.026432600500519616,-0.02884240979572971
2024-08-28,0.008807045636509208,-0.07058823529411765,0.03917765709852599,0.06809259509949912,0.006201550387596899,-0.018518518518518517,-0.017804154302670624,-0.011583011583011582,-0.004665629860031105,-0.013333333333333334,-0.019627085377821395,-0.08725761772853186,-0.017064846416382253,-0.05126452494873548,0.13559322033898305,0.0375,0.01927710843373494,-0.020338983050847456,0.024096385542168676,0.008547008547008548,0.03272727272727273,-0.10714285714285714,-0.016304347826086956,0.23232323232323232,0.03225806451612903,0.06666666666666667,0.02857142857142857,-0.07407407407407407,-0.018018018018018018,0.0,0.006332128746601955,-0.01698405541713174
2024-08-27,0.0,0.0,0.0018192844147968466,0.05673608159796005,-0.0013123359580052493,-0.007281553398058253,-0.010869565217391304,-0.04712041884816754,-0.010380622837370242,-0.01507537688442211,-0.01718213058419244,-0.0433996383363472,-0.028189910979228485,-0.04116059379217274,0.10526315789473684,0.14285714285714285,-0.0189873417721519,-0.08333333333333333,-0.10071942446043165,0.0,0.011494252873563218,-0.24675324675324675,-0.0220125786163522,-0.07407407407407407,0.027777777777777776,-0.03225806451612903,0.058823529411764705,0.058823529411764705,0.01818181818181818,-0.01904761904761905,-0.011323381895785627,-0.00398196305270344
2024-08-26,0.008503401360544218,0.006802721088435374,0.04267701260911736,0.10523504273504274,-0.002570694087403599,-0.025510204081632654,0.0,0.008695652173913044,-0.011627906976744186,-0.04093567251461988,-0.0058823529411764705,-0.010101010101010102,-0.009828009828009828,-0.04846686449060336,0.0,0.041666666666666664,0.06557377049180328,0.05,0.044444444444444446,0.17391304347826086,0.0,-0.48,0.0,0.0,0.058823529411764705,0.0,0.0,0.5,0.0,-0.09090909090909091,0.009506970115756573,0.019452301785434292
