symbol,date,open,close,high,low,volume
NDX-X,8/2/2024,18494.24,18440.85,18628.78,18263.5,157545
NDX-X,8/1/2024,19375.97,18890.39,19538.97,18737.09,130638
NDX-X,7/31/2024,19222.85,19362.43,19426.62,19162.91,115538
NDX-X,7/30/2024,19129.56,18796.27,19165.42,18667.22,114105
NDX-X,7/29/2024,19122.43,19059.49,19224.59,18974.51,82436
NDX-X,7/26/2024,18990.2,19023.66,19142.68,18899.31,92312
NDX-X,7/25/2024,19041.15,18830.59,19227.2,18721.71,124771
NDX-X,7/24/2024,19475.66,19032.39,19482.55,19005.47,111385
NDX-X,7/23/2024,19783.33,19754.34,19904.6,19736.22,72900
NDX-X,7/22/2024,19751.02,19822.87,19861.72,19638.37,85514
NDX-X,7/19/2024,19687.8,19522.62,19784.48,19479.38,88792
NDX-X,7/18/2024,19936.24,19705.09,19947.98,19575.79,111591
NDX-X,7/17/2024,20041.31,19799.14,20080.27,19793.75,125475
NDX-X,7/16/2024,20441.53,20398.62,20477,20266.51,84328
NDX-X,7/15/2024,20401.02,20386.88,20585.17,20304.53,87285
NDX-X,7/12/2024,20226.23,20331.49,20526.09,20217.99,95490
NDX-X,7/11/2024,20661.41,20211.36,20672.1,20165,115610
NDX-X,7/10/2024,20533.27,20675.38,20690.97,20479.94,91293
NDX-X,7/9/2024,20504.17,20453.02,20543.9,20395.57,97761
NDX-X,7/8/2024,20393.89,20439.54,20455.38,20363.37,94042
NDX-X,7/5/2024,20224.13,20391.97,20407,20201.5,90271
NDX-X,7/3/2024,19995.28,20186.63,20186.63,19995.28,74224
NDX-X,7/2/2024,19746.22,20011.89,20014.92,19741.81,91225
NDX-X,7/1/2024,19720.11,19812.22,19827.75,19577.54,96574
NDX-X,6/28/2024,19817.01,19682.87,20017.72,19665.85,103885
NDX-X,6/27/2024,19740.52,19789.03,19850.81,19701.34,98522
NDX-X,6/26/2024,19671.07,19751.05,19763.55,19654.18,110440
NDX-X,6/25/2024,19555.84,19701.13,19712.42,19523.51,87824
NDX-X,6/24/2024,19648.23,19474.62,19723.2,19472.53,103625
NDX-X,6/21/2024,19722.37,19700.43,19801.97,19643.52,126170
NDX-X,6/20/2024,19962.97,19752.3,19979.93,19685.03,118929
NDX-X,6/18/2024,19904.43,19908.86,19940.5,19837.86,90091
NDX-X,6/17/2024,19681.86,19902.75,19977.84,19623.71,91445
NDX-X,6/14/2024,19557.22,19659.8,19664.59,19534.62,83432
NDX-X,6/13/2024,19609.05,19576.92,19639.45,19473.71,88692
NDX-X,6/12/2024,19358.26,19465.18,19556.9,19347.28,104112
NDX-X,6/11/2024,19031.4,19210.19,19212.63,18966.56,80185
NDX-X,6/10/2024,18945.31,19074.68,19089.84,18940.71,87079
NDX-X,6/7/2024,18992.58,19000.95,19113.88,18958.68,53465
NDX-X,6/6/2024,19053.01,19021.19,19071.79,18978.86,63316
NDX-X,6/5/2024,18791.28,19035.05,19035.87,18768.25,67271
NDX-X,6/4/2024,18598,18654.84,18697.95,18521.85,59071
NDX-X,6/3/2024,18666.72,18600.97,18707.22,18392.57,65933
NDX-X,5/31/2024,18550.8,18536.65,18574.57,18189.78,82135
NDX-X,5/30/2024,18683.25,18538.66,18705.26,18487.76,66235
NDX-X,5/29/2024,18708.07,18736.76,18814.82,18706.63,57703
NDX-X,5/28/2024,18855.15,18869.44,18875.2,18755.95,65670
NDX-X,5/24/2024,18669.36,18808.35,18851.99,18664.79,56635
NDX-X,5/23/2024,18907.14,18623.39,18907.54,18554.89,76491
NDX-X,5/22/2024,18733.55,18705.2,18756.69,18606.16,65267
NDX-X,5/21/2024,18603.99,18713.8,18721.18,18589.91,61092
NDX-X,5/20/2024,18559.22,18674.19,18703.83,18549.84,53494
NDX-X,5/17/2024,18571.82,18546.23,18590.37,18462.25,57390
NDX-X,5/16/2024,18589.98,18557.96,18669.5,18553.3,63847
NDX-X,5/15/2024,18412.81,18596.65,18607.53,18359.32,70452
NDX-X,5/14/2024,18187.51,18322.77,18339.58,18175.3,60758
NDX-X,5/13/2024,18228.41,18198.61,18233.5,18147.57,62598
NDX-X,5/10/2024,18171.15,18161.18,18247.61,18099.73,56452
NDX-X,5/9/2024,18095.8,18113.46,18138.02,18012.62,58795
NDX-X,5/8/2024,17987.71,18085.01,18135.34,17987.71,61438
NDX-X,5/7/2024,18106.33,18091.45,18156.32,18061.61,71650
NDX-X,5/6/2024,17950.98,18093.57,18094.46,17937.28,65935
NDX-X,5/3/2024,17848.66,17890.8,17926.98,17784.78,78267
NDX-X,5/2/2024,17474.92,17541.54,17575.81,17290.64,76338
NDX-X,5/1/2024,17382.78,17318.55,17667.86,17284.37,90652
NDX-X,4/30/2024,17720.35,17440.69,17768.87,17440.69,82835
NDX-X,4/29/2024,17801.14,17782.72,17820,17671.03,83257
NDX-X,4/26/2024,17566.22,17718.3,17772.78,17533.08,86789
NDX-X,4/25/2024,17205.28,17430.5,17474.46,17172.42,86461
NDX-X,4/24/2024,17613.66,17526.8,17653.66,17435.33,77754
NDX-X,4/23/2024,17297.24,17471.47,17513.31,17277.26,63277
NDX-X,4/22/2024,17161.11,17210.89,17305.15,17010.26,65421
NDX-X,4/19/2024,17334.71,17037.65,17362.28,16973.94,82261
NDX-X,4/18/2024,17514.77,17394.31,17590.81,17376.49,64361
NDX-X,4/17/2024,17785.82,17493.62,17788.54,17459.57,65140
NDX-X,4/16/2024,17691.45,17713.66,17817.73,17660.89,64878
NDX-X,4/15/2024,18143.26,17706.83,18152.08,17676.35,75152
NDX-X,4/12/2024,18117.67,18003.49,18166.49,17952.09,72698
NDX-X,4/11/2024,18085.11,18307.98,18337.15,17998.25,73719
NDX-X,4/10/2024,17957.96,18011.66,18040.83,17932.42,68190
NDX-X,4/9/2024,18188.87,18169.91,18210.02,17973.07,69907
NDX-X,4/8/2024,18130.44,18100.19,18178.66,18050.69,62428
NDX-X,4/5/2024,17940.28,18108.46,18202.96,17912.86,72855
NDX-X,4/4/2024,18331.02,17878.78,18362.29,17875.75,79985
NDX-X,4/3/2024,18054.45,18160.19,18238.67,18045.42,66714
NDX-X,4/2/2024,18076.43,18121.78,18135.58,18002.27,66430
NDX-X,4/1/2024,18280.82,18293.2,18391.58,18211.28,65753
NDX-X,3/28/2024,18263.41,18254.69,18308.32,18231.38,63325
NDX-X,3/27/2024,18338.19,18280.84,18344.09,18168.2,66215
NDX-X,3/26/2024,18329.29,18210.54,18378.7,18207.88,67716
NDX-X,3/25/2024,18215.54,18277.06,18337.35,18189.28,67063
NDX-X,3/22/2024,18293.15,18339.44,18386.25,18267.49,62490
NDX-X,3/21/2024,18438.24,18320.38,18464.7,18317.1,79980
NDX-X,3/20/2024,18067.7,18240.11,18249.12,18003.24,74273
NDX-X,3/19/2024,17902.52,18032.21,18039.82,17809.15,65692
NDX-X,3/18/2024,18024.24,17985.01,18124.32,17973.09,73351
NDX-X,3/15/2024,17926.92,17808.25,17930.47,17764.99,1
NDX-X,3/14/2024,18114.69,18014.81,18142.9,17913.63,85154
NDX-X,3/13/2024,18151.76,18068.47,18163.74,18030.4,72660
NDX-X,3/12/2024,18063.02,18219.12,18228.37,17919.33,71041
NDX-X,3/11/2024,17959.68,17951.69,18003.05,17873.33,75453
NDX-X,3/8/2024,18312.79,18018.45,18416.73,17995.38,97666
NDX-X,3/7/2024,18161.73,18297.99,18337.95,18101.43,90948
NDX-X,3/6/2024,18083.51,18017.58,18142.88,17941.65,81142
NDX-X,3/5/2024,18088.71,17897.87,18097.5,17804.5,82635
NDX-X,3/4/2024,18290.1,18226.48,18313.43,18218.25,93826
NDX-X,3/1/2024,18069.29,18302.91,18333.26,18064.44,83830
NDX-X,2/29/2024,17991.67,18043.85,18068.52,17866.26,77081
NDX-X,2/28/2024,17895.03,17874.5,17931.01,17840.36,63954
NDX-X,2/27/2024,17962.58,17971.05,17987.54,17871.06,69528
NDX-X,2/26/2024,17970.21,17933.33,18014.11,17926.66,75451
NDX-X,2/23/2024,18052.59,17937.61,18091.62,17902.78,1
NDX-X,2/22/2024,17857.76,18004.7,18034.8,17808.26,100392
NDX-X,2/21/2024,17412.79,17478.91,17482.13,17319.44,73461
NDX-X,2/20/2024,17591.17,17546.1,17657.08,17399.41,75372
NDX-X,2/16/2024,17853.59,17685.98,17864.16,17663.4,74042
NDX-X,2/15/2024,17815.32,17845.72,17864.59,17722.31,77787
NDX-X,2/14/2024,17728.9,17807.63,17815.18,17619.92,66612
NDX-X,2/13/2024,17519.8,17600.42,17717.67,17478.23,78563
NDX-X,2/12/2024,17942.28,17882.66,18041.45,17859.66,73724
NDX-X,2/9/2024,17820.98,17962.41,17987.9,17798.81,77533
NDX-X,2/8/2024,17757.6,17783.17,17814.12,17728.55,72729
NDX-X,2/7/2024,17674.59,17755.07,17784.17,17637.73,72322
NDX-X,2/6/2024,17664.44,17572.73,17680.62,17475.43,78669
NDX-X,2/5/2024,17634.69,17613.04,17655.77,17469.62,83975
NDX-X,2/2/2024,17415.94,17642.73,17682.29,17378.37,102413
NDX-X,2/1/2024,17216.99,17344.71,17356.76,17175.83,83757
NDX-X,1/31/2024,17269.98,17137.24,17375.32,17128.74,98147
NDX-X,1/30/2024,17556.49,17476.71,17578.46,17443.77,87153
NDX-X,1/29/2024,17438.03,17596.27,17603.95,17414.62,87749
NDX-X,1/26/2024,17432.87,17421.01,17514.76,17395.54,83122
NDX-X,1/25/2024,17589.27,17516.99,17631.34,17430.38,119814
NDX-X,1/24/2024,17562.32,17499.3,17665.26,17481.97,91312
NDX-X,1/23/2024,17346.95,17404.21,17410.86,17286.02,75300
NDX-X,1/22/2024,17403.62,17330.38,17450.3,17309.87,87188
NDX-X,1/19/2024,17060.15,17314.01,17317.21,17041.85,94306
NDX-X,1/18/2024,16894.33,16982.29,16996.98,16818.13,89218
NDX-X,1/17/2024,16705.51,16736.28,16749.11,16561.49,79006
NDX-X,1/16/2024,16775.1,16830.71,16895.33,16726.59,78755
NDX-X,1/12/2024,16855,16832.92,16900.37,16776.92,66673
NDX-X,1/11/2024,16852.19,16820.9,16898.16,16618.86,73246
NDX-X,1/10/2024,16702.55,16793.05,16827.37,16654.74,66984
NDX-X,1/9/2024,16531.96,16678.7,16710.89,16513.74,71583
NDX-X,1/8/2024,16354.22,16649.87,16655.23,16349.39,69676
NDX-X,1/5/2024,16281.74,16305.98,16415.39,16249.19,67512
NDX-X,1/4/2024,16290.78,16282.01,16419.44,16276.43,73049
NDX-X,1/3/2024,16413.26,16368.49,16471.08,16352.14,73437
NDX-X,1/2/2024,16667.3,16543.94,16686.6,16453.15,77857
NDX-X,12/29/2023,16902.45,16825.93,16919.51,16757.89,57336
NDX-X,12/28/2023,16963.52,16898.47,16969.17,16891.32,53655
NDX-X,12/27/2023,16896.14,16906.8,16922.02,16859.55,54157
NDX-X,12/26/2023,16816.78,16878.46,16907.51,16813.57,50718
NDX-X,12/22/2023,16799.02,16777.4,16839.25,16703.57,55474
NDX-X,12/21/2023,16719.61,16757.41,16768.02,16621.52,68725
NDX-X,12/20/2023,16763.64,16554.16,16860.68,16552.06,79991
NDX-X,12/19/2023,16734.25,16811.86,16813.01,16733.38,66303
NDX-X,12/18/2023,16631.11,16729.8,16764.32,16629.29,73632
NDX-X,12/15/2023,16587,16623.45,16669.77,16557.01,105878
NDX-X,12/14/2023,16603.54,16537.83,16660.71,16419.26,118000
NDX-X,12/13/2023,16392.18,16562.37,16581.04,16357.21,87873
NDX-X,12/12/2023,16209.61,16354.25,16354.25,16175.46,76971
NDX-X,12/11/2023,16069.62,16221.74,16232.26,16061.87,82278
NDX-X,12/8/2023,15952.85,16084.69,16100.86,15937.58,71997
NDX-X,12/7/2023,15888.23,16022.49,16042.51,15875.48,79850
NDX-X,12/6/2023,15990.2,15788.05,15990.94,15776.95,73994
NDX-X,12/5/2023,15763.66,15877.71,15931.84,15760.59,72980
NDX-X,12/4/2023,15837.12,15839.67,15852.45,15695.58,73437
NDX-X,12/1/2023,15892.59,15997.58,16013.75,15834.93,76360
NDX-X,11/30/2023,15987.66,15947.87,16013.48,15825.67,73635
NDX-X,11/29/2023,16111.36,15987.6,16166.51,15976.69,74146
NDX-X,11/28/2023,15940.29,16010.43,16031.52,15921.07,73796
NDX-X,11/27/2023,15969.72,15961.98,16045.3,15932.19,62174
NDX-X,11/24/2023,15974.85,15982.01,16007.43,15940.62,33299
NDX-X,11/22/2023,16025.74,16001.39,16119.31,15964.04,67420
NDX-X,11/21/2023,15951.55,15933.62,15968.09,15866.82,70874
NDX-X,11/20/2023,15845.2,16027.06,16056.76,15844.83,70740
NDX-X,11/17/2023,15803.98,15837.99,15876.87,15766.95,76631
NDX-X,11/16/2023,15765.2,15833.17,15842.63,15738.22,89213
NDX-X,11/15/2023,15881.72,15817.18,15904.63,15765.31,84113
NDX-X,11/14/2023,15744.36,15812.47,15850.34,15726.12,83481
NDX-X,11/13/2023,15469.21,15482.79,15524.66,15404.71,65973
NDX-X,11/10/2023,15252.36,15529.12,15535.2,15237.17,76684
NDX-X,11/9/2023,15351.12,15187.9,15382.11,15171.32,79942
NDX-X,11/8/2023,15313.9,15313.24,15343.19,15220.89,82637
NDX-X,11/7/2023,15201.77,15296.02,15335.44,15153.31,73193
NDX-X,11/6/2023,15137.17,15154.93,15180.19,15064.91,68885
NDX-X,11/3/2023,14985.12,15099.49,15149.78,14965.29,84395
NDX-X,11/2/2023,14856.95,14919.55,14930.77,14792.81,89086
NDX-X,11/1/2023,14453.68,14664.91,14677.86,14441.9,87326
NDX-X,10/31/2023,14340.86,14409.78,14420.44,14232.4,70963
NDX-X,10/30/2023,14283.98,14335.51,14388.2,14225.86,76993
NDX-X,10/27/2023,14245.75,14180.42,14321.04,14130.37,88891
NDX-X,10/26/2023,14314.01,14109.57,14372.51,14058.33,93850
NDX-X,10/25/2023,14642.08,14381.64,14643.69,14362.24,88520
NDX-X,10/24/2023,14678.41,14745.86,14774.16,14610.33,71550
NDX-X,10/23/2023,14514.11,14604.85,14746.37,14419.06,76716
NDX-X,10/20/2023,14752.59,14560.88,14781.22,14552.12,79759
NDX-X,10/19/2023,14981.13,14783.13,15023.91,14749.3,84427
NDX-X,10/18/2023,15022.28,14909.26,15103.87,14865.81,74826
NDX-X,10/17/2023,15009.26,15122.01,15187.06,14932.77,75276
NDX-X,10/16/2023,15054.48,15172.73,15209.5,15047.27,65084
NDX-X,10/13/2023,15225.73,14995.12,15232.37,14943.42,70858
NDX-X,10/12/2023,15264.11,15184.1,15333.98,15090.69,81738
NDX-X,10/11/2023,15194.53,15241.12,15248.22,15119.62,68625
NDX-X,10/10/2023,15074.04,15131.52,15241.94,15050.54,71824
NDX-X,10/9/2023,14871.57,15047.16,15070.64,14816.32,63266
NDX-X,10/6/2023,14622.23,14973.24,15021.38,14575.95,85006
NDX-X,10/5/2023,14769.55,14723.22,14784.69,14584.39,84147
NDX-X,10/4/2023,14613.23,14776.25,14803.04,14592.56,71537
NDX-X,10/3/2023,14744.05,14565.62,14819.87,14504.14,72662
NDX-X,10/2/2023,14717.9,14837.57,14892.18,14701.52,69596
NDX-X,9/29/2023,14853.35,14715.24,14901.85,14664.78,74907
NDX-X,9/28/2023,14530.96,14702.77,14787.58,14510.17,78606
NDX-X,9/27/2023,14600.14,14580.16,14657.21,14432.6,80901
NDX-X,9/26/2023,14668.45,14545.83,14678.48,14505.68,76362
NDX-X,9/25/2023,14662.69,14768.9,14771.12,14615.45,60793
NDX-X,9/22/2023,14756.62,14701.1,14855.92,14686.84,71619
NDX-X,9/21/2023,14813.49,14694.24,14849.25,14691.69,81754
NDX-X,9/20/2023,15225.34,14969.92,15245.19,14967.6,66783
NDX-X,9/19/2023,15152.53,15191.23,15219.92,15069.42,65633
NDX-X,9/18/2023,15161.17,15225.37,15268.96,15155.46,63311
NDX-X,9/15/2023,15425.95,15202.4,15435.45,15173.71,93961
NDX-X,9/14/2023,15433.01,15473.89,15512.82,15337.18,67107
NDX-X,9/13/2023,15293.27,15348.53,15414.61,15256.6,65849
NDX-X,9/12/2023,15390.59,15289.74,15447.85,15278.88,71848
NDX-X,9/11/2023,15409.77,15461.87,15482.84,15328.35,79224
NDX-X,9/8/2023,15265.57,15280.23,15374.22,15244.06,70336
NDX-X,9/7/2023,15174.22,15258.52,15288.2,15138.73,81042
NDX-X,9/6/2023,15467.32,15371.44,15487,15289.48,72405
NDX-X,9/5/2023,15460.52,15508.24,15556.85,15419.96,72098
NDX-X,9/1/2023,15600.95,15490.86,15618.85,15429.36,74703
NDX-X,8/31/2023,15475.43,15501.07,15575.01,15466.41,70255
NDX-X,8/30/2023,15386.67,15462.43,15484.83,15341.94,68169
NDX-X,8/29/2023,15043.02,15376.55,15391.56,15034.54,75261
NDX-X,8/28/2023,15035.48,15052.46,15086.23,14948.92,59915
NDX-X,8/25/2023,14858.93,14941.83,15001.29,14715.36,73957
NDX-X,8/24/2023,15278.93,14816.44,15279.24,14814.83,81655
NDX-X,8/23/2023,14947.58,15148.06,15188.86,14947.58,66999
NDX-X,8/22/2023,15035.07,14908.96,15037.79,14883.98,68802
NDX-X,8/21/2023,14762.01,14936.69,14958.87,14739.37,69678
NDX-X,8/18/2023,14589.71,14694.84,14744.57,14557.83,78339
NDX-X,8/17/2023,14943.34,14715.81,14949.59,14698.29,76755
NDX-X,8/16/2023,15021.63,14876.47,15077.05,14874.02,67575
NDX-X,8/15/2023,15172.08,15037.65,15192.88,15014.37,64454
NDX-X,8/14/2023,14988.42,15205.59,15206.26,14972.01,66437
NDX-X,8/11/2023,15010.52,15028.07,15102.53,14973.67,64388
NDX-X,8/10/2023,15217.29,15128.84,15366.29,15072.49,73776
NDX-X,8/9/2023,15286.99,15101.71,15288.76,15077.91,77197
NDX-X,8/8/2023,15279.41,15273.05,15295.8,15148.25,81277
NDX-X,8/7/2023,15355.62,15407.85,15410.85,15258.92,82621
NDX-X,8/4/2023,15420.74,15274.92,15523.31,15258.69,98949
NDX-X,8/3/2023,15287.77,15353.54,15436.59,15270.72,78958
NDX-X,8/2/2023,15561.15,15370.74,15561.36,15321.44,92576
NDX-X,8/1/2023,15696.98,15718.01,15748.43,15636.57,67789
NDX-X,7/31/2023,15774.3,15757,15803.55,15702.74,70076
NDX-X,7/28/2023,15630.17,15750.93,15788.48,15617.75,88549
NDX-X,7/27/2023,15734.03,15464.93,15795.51,15416.05,97013
NDX-X,7/26/2023,15514.04,15499.27,15571.16,15411.91,87815
NDX-X,7/25/2023,15483.06,15561.42,15622.69,15482.04,72580
NDX-X,7/24/2023,15475.15,15448.02,15504.67,15374.66,77297
NDX-X,7/21/2023,15554.96,15425.67,15600.54,15410.57,102970
NDX-X,7/20/2023,15717.67,15466.09,15771.84,15429.87,107917
NDX-X,7/19/2023,15888.16,15826.35,15932.05,15781.96,92991
NDX-X,7/18/2023,15671.72,15841.35,15895.68,15607.71,87057
NDX-X,7/17/2023,15608.28,15713.28,15745.67,15576.51,83100
NDX-X,7/14/2023,15610,15565.6,15720.06,15531,87763
NDX-X,7/13/2023,15432.48,15571.98,15602.74,15420.71,86098
NDX-X,7/12/2023,15279.35,15307.23,15364.09,15209.71,96157
NDX-X,7/11/2023,15068.13,15119.06,15135.29,14974.16,86093
NDX-X,7/10/2023,15031.95,15045.64,15066.44,14924.64,98807
NDX-X,7/7/2023,15070.5,15036.85,15210.63,15032.56,89368
NDX-X,7/6/2023,15054.1,15089.45,15106.45,14969.14,1
NDX-X,7/5/2023,15165.36,15203.78,15275.18,15162.66,79612
NDX-X,7/3/2023,15190.54,15208.69,15232.96,15153.6,56564
NDX-X,6/30/2023,15085.24,15179.21,15213.75,15081.57,79887
NDX-X,6/29/2023,14965.55,14939.95,14986.89,14876.94,79010
NDX-X,6/28/2023,14876.25,14964.58,15051.08,14865.81,84234
NDX-X,6/27/2023,14751.57,14945.91,14972.32,14726.75,87668
NDX-X,6/26/2023,14866.66,14689.02,14982.82,14687.02,86145
NDX-X,6/23/2023,14879.23,14891.48,14983.73,14821.81,82667
NDX-X,6/22/2023,14797.89,15042.32,15044.22,14794.95,81163
NDX-X,6/21/2023,15019.01,14867.45,15038.9,14826.02,90569
NDX-X,6/20/2023,15036.48,15070.15,15127.42,14946.72,82517
NDX-X,6/16/2023,15272.65,15083.92,15284.65,15073.45,108610
NDX-X,6/15/2023,14949.7,15185.48,15246.62,14930.12,93188
NDX-X,6/14/2023,14894.1,15005.69,15017.1,14784.62,93042
NDX-X,6/13/2023,14911.26,14900.85,14931.83,14770.14,92824
NDX-X,6/12/2023,14617.35,14784.3,14789.6,14571.36,82142
NDX-X,6/9/2023,14574.24,14528.36,14672.85,14487.48,83827
NDX-X,6/8/2023,14319.24,14484.54,14503.31,14314.7,82366
NDX-X,6/7/2023,14573.27,14303.29,14647.91,14283.88,100698
NDX-X,6/6/2023,14526.1,14558.09,14593.5,14476.99,82193
NDX-X,6/5/2023,14550.13,14556.5,14662.95,14516.88,86436
NDX-X,6/2/2023,14517.08,14546.64,14595.81,14442.15,89075
NDX-X,6/1/2023,14269.09,14441.51,14493.31,14219.94,102011
NDX-X,5/31/2023,14293.56,14254.09,14375.38,14216.16,101379
NDX-X,5/30/2023,14465.59,14354.99,14520.17,14301.08,99338
NDX-X,5/26/2023,13990.55,14298.41,14329.49,13982.16,105544
NDX-X,5/25/2023,13920.89,13938.53,13986.87,13812.18,100544
NDX-X,5/24/2023,13589.02,13604.48,13655.73,13520.92,75178
NDX-X,5/23/2023,13773.68,13672.54,13827.1,13662.91,78655
NDX-X,5/22/2023,13805.34,13849.74,13893.71,13792.97,76058
NDX-X,5/19/2023,13842.69,13803.49,13874.42,13763.9,74942
NDX-X,5/18/2023,13608.95,13834.62,13844.76,13606.81,84436
NDX-X,5/17/2023,13474.52,13589.26,13608.33,13419.35,73741
NDX-X,5/16/2023,13385.37,13426.01,13498.44,13384.78,70976
NDX-X,5/15/2023,13352.26,13413.51,13419.81,13297.85,63679
NDX-X,5/12/2023,13407.02,13340.18,13427.42,13256.56,70734
NDX-X,5/11/2023,13376.86,13389.78,13411.7,13306.08,78319
NDX-X,5/10/2023,13308.42,13347.83,13384.42,13204.79,86422
NDX-X,5/9/2023,13228.64,13201.11,13254.81,13193.88,71822
NDX-X,5/8/2023,13247.09,13291.64,13302.43,13193.08,69815
NDX-X,5/5/2023,13070.7,13259.13,13291.11,13059.91,75534
NDX-X,5/4/2023,13014.08,12982.48,13064.02,12938.45,75777
NDX-X,5/3/2023,13123.1,13030.21,13231.71,13026.04,82792
NDX-X,5/2/2023,13225.48,13113.66,13241.53,13046.79,75736
NDX-X,5/1/2023,13229.12,13231.47,13287.47,13186.4,69103
NDX-X,4/28/2023,13139.35,13245.99,13247.39,13096.94,86741
NDX-X,4/27/2023,12963.21,13160.03,13175.62,12938.5,93664
NDX-X,4/26/2023,12866.64,12806.49,12929.62,12783.42,88727
NDX-X,4/25/2023,12905.09,12725.11,12933.28,12724.24,74262
NDX-X,4/24/2023,12981.71,12969.76,13044.23,12883.77,65068
NDX-X,4/21/2023,12970.32,13000.77,13030.85,12899.64,65692
NDX-X,4/20/2023,12962.29,12985.98,13107.92,12933.8,77313
NDX-X,4/19/2023,12992.51,13088.72,13128.25,12988.2,59509
NDX-X,4/18/2023,13180.31,13091.79,13196.18,13044.21,59979
NDX-X,4/17/2023,13053.26,13087.71,13105.68,12981.26,60850
NDX-X,4/14/2023,13044.69,13079.52,13152.29,12962.51,61053
NDX-X,4/13/2023,12922.9,13109.39,13124.41,12920.02,65064
NDX-X,4/12/2023,13043.97,12848.35,13071.98,12833.31,72024
NDX-X,4/11/2023,13040.49,12964.16,13049.56,12947.66,64428
NDX-X,4/10/2023,12936.52,13051.23,13051.85,12861.52,64187
NDX-X,4/6/2023,12892.9,13062.6,13078.1,12846.03,68877
NDX-X,4/5/2023,13056.79,12967.2,13065.28,12894.44,72194
NDX-X,4/4/2023,13165.32,13100.08,13204.08,13049.98,65829
NDX-X,4/3/2023,13084.1,13148.35,13157.47,13036.55,71165
NDX-X,3/31/2023,12968.96,13181.35,13188.83,12968,79197
NDX-X,3/30/2023,12934.99,12963.14,12987.97,12894.14,71117
NDX-X,3/29/2023,12768.14,12846.03,12867.32,12734.68,76094
NDX-X,3/28/2023,12654.91,12610.57,12654.91,12517.87,64635
NDX-X,3/27/2023,12797.9,12673.07,12839.42,12647.94,66927
NDX-X,3/24/2023,12700.51,12767.05,12770.28,12608.15,76790
NDX-X,3/23/2023,12735.6,12729.23,12900.1,12611.67,86180
NDX-X,3/22/2023,12742.41,12567.15,12943.62,12563.78,90558
NDX-X,3/21/2023,12643.35,12741.44,12762.45,12582.76,84803
NDX-X,3/20/2023,12487.79,12562.61,12578.35,12407.82,80421
NDX-X,3/17/2023,12570.16,12519.88,12674.34,12444.08,100925
NDX-X,3/16/2023,12211.87,12581.39,12595.69,12190.65,102196
NDX-X,3/15/2023,12083.24,12251.32,12269.45,12026.18,92013
NDX-X,3/14/2023,12078.46,12199.79,12217.87,12035.22,83768
