Date,Open,High,Low,Close,Volume
12/21/2020,12575.6,12690.26,12706.44,12474.03,55614
12/18/2020,12786.92,12738.18,12793.47,12611.22,69476
12/17/2020,12741.64,12752.06,12760.97,12685.98,47908
12/16/2020,12607.87,12668.16,12698.11,12568.71,50530
12/15/2020,12565.28,12595.92,12596.84,12467.57,57452
12/14/2020,12427.86,12462.21,12544.31,12426.25,50972
12/11/2020,12327.07,12375.41,12378.61,12236.8,48299
12/10/2020,12268.47,12401.74,12447.85,12226.13,49709
12/9/2020,12626.97,12364.64,12643.24,12311.3,63337
12/8/2020,12574.84,12635.72,12651.35,12504.97,49913
12/7/2020,12523.57,12596.47,12610,12523.12,49525
12/4/2020,12479.91,12528.48,12531.21,12450.51,50314
12/3/2020,12469.16,12467.13,12538.92,12445.36,66833
12/2/2020,12390.58,12456.41,12472.25,12318.27,65870
12/1/2020,12387.62,12455.33,12510.02,12338.36,86987
11/30/2020,12278.78,12268.32,12299.61,12090.93,101530
11/27/2020,12220.37,12258.21,12306.71,12214.45,37102
11/25/2020,12112.11,12152.22,12174.99,12081.51,57307
11/24/2020,11952.7,12079.81,12094.16,11878.31,70932
11/23/2020,11959.89,11905.94,12001.83,11817.53,69650
11/20/2020,11976,11906.44,12017.42,11903.57,60374
11/19/2020,11863.12,11985.43,12000.29,11842.67,63564
11/18/2020,11963.36,11894.71,12027.15,11892.54,68109
11/17/2020,12030.27,11977.49,12047.13,11964.2,64851
11/16/2020,11925.36,12013.39,12035.5,11891.85,73091
11/13/2020,11910.62,11937.85,11957.09,11808.95,59426
11/12/2020,11924.15,11827.14,11976.89,11786.09,65807
11/11/2020,11734.82,11892.93,11904.13,11714.32,67587
11/10/2020,11704.46,11624.29,11761.95,11512.46,91272
11/9/2020,12194.71,11830.39,12268.66,11818.24,103291
11/6/2020,12044.29,12091.35,12116.91,11895.5,64224
11/5/2020,12021.77,12078.07,12117.04,11977.07,74238
11/4/2020,11627.76,11777.02,11846.46,11564.91,86242
11/3/2020,11155.85,11279.91,11356.08,11115.55,66138
11/2/2020,11152.48,11084.76,11222.52,10957.11,67345
10/30/2020,11265.7,11052.95,11293.76,10960.02,87710
10/29/2020,11214.33,11350.74,11467.37,11187.08,78820
10/28/2020,11400.48,11142.76,11426.1,11136.1,79518
10/27/2020,11560.86,11598.95,11633.49,11503.1,71986
10/26/2020,11584.17,11504.52,11708.08,11360.73,67375
10/23/2020,11680.73,11692.57,11693.01,11569.09,59811
10/22/2020,11712.64,11662.91,11739.22,11529.73,61706
10/21/2020,11686.19,11665.37,11789.46,11646.48,58579
10/20/2020,11679.08,11677.84,11801.4,11613.76,57920
10/19/2020,11913.01,11634.35,11962.47,11606.48,64152
10/16/2020,11952.12,11852.17,12034.13,11824.14,68288
10/15/2020,11767.28,11898.57,11928.63,11765.49,60828
10/14/2020,12105.1,11985.36,12159.21,11913.57,67390
10/13/2020,12131.07,12083.17,12187.78,12032.75,80018
10/12/2020,11900.12,12088.11,12204.75,11880.23,85368
10/9/2020,11615.57,11725.85,11727.6,11600.86,66924
10/8/2020,11576.44,11550.94,11582.78,11510.24,55940
10/7/2020,11412.65,11503.19,11519.55,11382.49,60651
10/6/2020,11476.68,11291.27,11536.42,11256.26,72792
10/5/2020,11345.24,11509.06,11512.06,11336.07,60286
10/2/2020,11328.86,11255.69,11479.08,11225.17,73480
10/1/2020,11554.96,11583.2,11606.73,11488.6,68551
9/30/2020,11328.55,11418.06,11535.02,11328.55,80480
9/29/2020,11354.7,11322.95,11396.22,11305.79,64195
9/28/2020,11332.32,11364.45,11369.4,11243.24,71483
9/25/2020,10910.5,11151.13,11177.74,10851.68,74693
9/24/2020,10746.35,10896.47,11026.43,10728.41,80604
9/23/2020,11167.22,10833.33,11179.59,10806.05,80875
9/22/2020,11082.09,11186.37,11207.08,10943.26,81700
9/21/2020,10768.01,10980.22,10984.76,10677.85,95613
9/18/2020,11147.8,10936.98,11153.97,10769.4,124773
9/17/2020,10965.74,11080.95,11160.04,10936.8,86971
9/16/2020,11467.9,11247.6,11486.09,11242.96,78041
9/15/2020,11432.94,11438.87,11495.4,11367.2,85158
9/14/2020,11250.8,11277.76,11363.25,11192.82,78433
9/11/2020,11251.19,11087.4,11280.41,10945.22,83148
9/10/2020,11501.43,11154.12,11566.34,11095.94,86038
9/9/2020,11308.25,11395.85,11480.37,11197.13,86993
9/8/2020,11143.91,11068.26,11400.46,11055.16,105227
9/4/2020,11686.24,11622.13,11846.18,11145.99,119299
9/3/2020,12195.75,11771.37,12235,11662.11,114466
9/2/2020,12417.45,12420.54,12439.48,12176.18,96397
9/1/2020,12203.36,12292.86,12300.44,12132.78,81410
8/31/2020,12017.46,12110.7,12167.46,12000.11,68671
8/28/2020,11992.68,11995.86,12018.14,11928.69,52950
8/27/2020,11997.89,11926.16,12047.99,11842.84,58647
8/26/2020,11779.35,11971.94,11979.65,11768,64126
8/25/2020,11610.58,11721.81,11723.95,11580.89,54431
8/24/2020,11703.34,11626.17,11728.09,11535.55,56836
8/21/2020,11476.85,11555.16,11574.79,11461.53,62084
8/20/2020,11283.6,11477.05,11497.18,11276.66,53572
8/19/2020,11397.23,11318.64,11440.22,11303.4,51840
8/18/2020,11339.76,11399.03,11421.1,11279.08,47981
8/17/2020,11231.97,11288.57,11306.47,11228.15,49637
8/14/2020,11187.82,11164.45,11213.27,11106.93,48069
8/13/2020,11174.64,11178.37,11271.22,11139.64,61271
8/12/2020,10972.07,11157.72,11190.26,10970.87,61809
8/11/2020,11039.68,10876.08,11090.92,10855.06,64409
8/10/2020,11153.51,11085.17,11159.38,10941.87,59440
8/7/2020,11235.24,11139.39,11276.3,11044.6,62165
8/6/2020,11116.49,11267.09,11282.24,11090.5,55385
8/5/2020,11107.24,11125.44,11141.69,11077.7,51515
8/4/2020,11048.5,11096.54,11097.85,11002.55,65783
8/3/2020,11018.02,11055.08,11085.5,10997.67,63573
7/31/2020,10886.36,10905.88,10908.34,10707.4,79130
7/30/2020,10578.63,10715.51,10737.03,10531.79,64762
7/29/2020,10602.4,10662.98,10694.88,10587.2,63349
7/28/2020,10644.34,10532.5,10662.19,10527.43,59405
7/27/2020,10547.11,10674.38,10689.55,10527.64,70110
7/24/2020,10389.54,10483.13,10543.42,10313.94,89211
7/23/2020,10853.16,10580.59,10885.38,10531.22,71919
7/22/2020,10850.92,10870.75,10910.24,10776.24,60478
7/21/2020,11015.54,10833.07,11017.43,10800.87,55788
7/20/2020,10672.96,10952.08,10971.52,10621.9,57284
7/17/2020,10651.6,10645.22,10680.7,10558.78,58486
7/16/2020,10589.86,10626.46,10658.9,10495.09,50191
7/15/2020,10752.11,10701.68,10780.4,10570.96,64627
7/14/2020,10502.85,10689.52,10701.88,10370.79,69473
7/13/2020,10951.54,10602.21,11069.26,10574.56,76582
7/10/2020,10751.77,10836.33,10842.78,10639.48,53888
7/9/2020,10745.87,10754.59,10785.96,10574.97,65191
7/8/2020,10594.41,10666.7,10669.13,10528.82,51370
7/7/2020,10595.94,10524.01,10704.93,10516.63,53202
7/6/2020,10487.7,10604.06,10625.1,10485.82,57982
7/2/2020,10386.38,10341.89,10432.55,10328.78,55273
7/1/2020,10160.41,10279.25,10321.77,10142.76,57087
6/30/2020,9970.21,10156.85,10185.35,9956.83,65126
6/29/2020,9850.55,9961.16,9965.08,9742.89,56280
6/26/2020,10087.08,9849.36,10093.98,9837.74,101890
6/25/2020,10003.5,10101.83,10110.29,9901.21,59095
6/24/2020,10183.77,10002.7,10232.42,9943.24,69326
6/23/2020,10192.42,10209.82,10306.9,10172.07,60846
6/22/2020,10009,10130.33,10134.64,9989.49,55395
6/19/2020,10104.63,10008.64,10121.67,9937.82,99476
6/18/2020,9972.35,10012.05,10018.56,9942.11,52112
6/17/2020,9998.86,9982.48,10058.65,9952.5,53172
6/16/2020,9983.65,9949.37,10010.89,9801.45,65210
6/15/2020,9517.14,9776.89,9809.41,9489.58,61616
6/12/2020,9785.58,9663.78,9849.01,9499.1,70105
6/11/2020,9907.56,9588.48,9978.19,9586.25,83395
6/10/2020,10037.98,10094.26,10155.2,10022.44,64963
6/9/2020,9861.18,9967.17,10006.9,9859,58603
6/8/2020,9805.69,9901.52,9904.52,9753.87,59461
6/5/2020,9673.09,9824.39,9846.63,9659.45,74333
6/4/2020,9672.17,9629.67,9741.97,9577.71,64162
6/3/2020,9689.72,9704.69,9729.69,9648.93,63451
6/2/2020,9603.18,9657.31,9660.08,9511.88,62426
6/1/2020,9526.43,9598.89,9609.38,9515.34,53388
5/29/2020,9440.64,9555.53,9573.55,9379.93,93248
5/28/2020,9404.83,9416.71,9568.89,9391.84,68990
5/27/2020,9366.63,9442.05,9445.06,9182.45,84538
5/26/2020,9570.53,9389.98,9570.53,9379.9,71643
5/22/2020,9363.68,9413.99,9421.93,9325.07,56271
5/21/2020,9487.63,9377.99,9515.05,9361.83,64299
5/20/2020,9415.25,9485.02,9498.28,9412.83,72030
5/19/2020,9326.28,9298.55,9422.9,9296.25,69045
5/18/2020,9281.36,9331.93,9367.54,9248.78,77554
5/15/2020,8976.29,9152.64,9157.46,8958.08,78888
5/14/2020,8946.45,9094.43,9097.75,8860.77,73209
5/13/2020,9123.69,9000.08,9209.49,8890.16,77694
5/12/2020,9326.06,9112.45,9354.45,9109.09,61791
5/11/2020,9155.21,9298.92,9346.27,9155.21,61410
5/8/2020,9165.7,9220.35,9224.49,9126.97,57677
5/7/2020,9104.67,9101.88,9136.18,9045.23,64635
5/6/2020,8997.02,8984.86,9065.58,8950.89,58270
5/5/2020,8922.39,8930.62,9031,8900.57,59893
5/4/2020,8683.94,8834.11,8840.33,8665.4,58592
5/1/2020,8791.88,8718.18,8887.58,8688.58,72001
4/30/2020,9005.24,9000.51,9023.03,8920.42,81051
4/29/2020,8871.04,8982.76,9025.82,8832,85756
4/28/2020,8913.28,8677.6,8918.38,8668.67,63822
4/27/2020,8865.58,8837.66,8887.62,8803.89,59230
4/24/2020,8666.57,8786.6,8791.36,8599.99,65596
4/23/2020,8693.73,8641.5,8796.49,8624.63,70921
4/22/2020,8575.57,8664.64,8708.48,8550.61,61221
4/21/2020,8639.74,8403,8663.09,8359.84,81699
4/20/2020,8742.54,8726.51,8855.18,8725.33,67902
4/17/2020,8876.66,8832.41,8879.24,8704.38,84020
4/16/2020,8689.09,8757.83,8793.35,8605.51,75225
4/15/2020,8548.47,8591.96,8666.24,8500.56,63668
4/14/2020,8489.27,8692.16,8708.55,8470.74,71807
4/13/2020,8209.68,8332.74,8338.15,8158.58,59440
4/9/2020,8284.31,8238.53,8334.23,8167.93,75803
4/8/2020,8134.3,8229.54,8254.41,8058.41,66658
4/7/2020,8287.48,8049.31,8305.59,8043.07,85983
4/6/2020,7819.06,8081.66,8110.66,7763.09,86231
4/3/2020,7631.57,7528.11,7673.49,7439.78,67716
4/2/2020,7445.88,7635.66,7641.87,7432.28,77418
4/1/2020,7582.78,7486.29,7701.68,7423.97,77789
3/31/2020,7855.74,7813.5,8011.6,7765.46,86715
3/30/2020,7678.83,7889.01,7902.09,7651.43,76869
3/27/2020,7657.44,7588.37,7817.74,7580.22,78906
3/26/2020,7549.83,7897.13,7913.11,7549.83,91894
3/25/2020,7543.96,7469.62,7777.61,7390.41,105549
3/24/2020,7349,7553.83,7555.91,7304.39,114970
3/23/2020,6952.71,7006.92,7145.29,6771.91,111632
3/20/2020,7391.22,6994.29,7487.83,6969.77,125064
3/19/2020,7190.21,7288.52,7514.14,7037.47,116142
3/18/2020,7023.86,7175.18,7336.88,6837.53,127370
3/17/2020,7198.53,7473.95,7550.13,6959.15,121869
3/16/2020,7502.26,7020.38,7563.45,6993.61,119287
3/13/2020,7683.04,7995.26,7998.51,7301.88,119850
3/12/2020,7452.76,7263.65,7808.31,7255.62,130320
3/11/2020,8166.26,8006.12,8224.73,7900.99,98771
3/10/2020,8213.97,8372.27,8376.44,7942.13,99130
3/9/2020,7912.14,7948.03,8241.77,7912.14,107776
3/6/2020,8395.95,8530.34,8571.88,8319.9,96699
3/5/2020,8713.19,8671.66,8864.19,8613.91,84546
3/4/2020,8745.64,8949.28,8952.11,8669.76,76232
3/3/2020,8892.68,8594.49,9000.46,8516.58,106447
3/2/2020,8569.91,8877.98,8879.39,8446.5,104282
2/28/2020,8133.85,8461.84,8490.47,8133.85,130628
2/27/2020,8632.54,8436.67,8786.68,8430.54,115792
2/26/2020,8883.01,8873.76,9032.88,8813.92,85008
2/25/2020,9167.33,8834.87,9183.78,8807.11,94217
2/24/2020,9055.3,9079.63,9194.91,9028.87,83186
2/21/2020,9582.54,9446.69,9594,9406.38,60869
2/20/2020,9696.66,9627.83,9714.23,9513.23,54513
2/19/2020,9683.94,9718.73,9736.57,9676.07,48226
2/18/2020,9567.28,9629.8,9647.72,9567.28,51085
2/14/2020,9613.88,9623.58,9634.75,9583.08,45015
2/13/2020,9540.67,9595.7,9636.41,9532.74,54458
2/12/2020,9569.82,9613.2,9615.91,9552.03,55436
2/11/2020,9567.82,9517.86,9600.05,9493.63,56506
2/10/2020,9373.2,9516.84,9517.74,9373.2,50522
2/7/2020,9397.77,9401.1,9453.24,9376.91,54059
2/6/2020,9395.69,9445.92,9448.72,9357.86,53670
2/5/2020,9441.34,9367.48,9442.76,9311.88,61578
2/4/2020,9256.94,9334.06,9352.96,9224.86,65536
2/3/2020,9033.52,9126.23,9148.51,9031.07,61346
1/31/2020,9169.91,8991.51,9170.22,8961.59,65067
1/30/2020,9038.92,9136.09,9140.69,9019.72,63599
1/29/2020,9141.52,9101.61,9153.08,9067.29,61159
1/28/2020,9013.23,9090.93,9111.32,8994.29,47637
1/27/2020,8913.16,8952.18,9001.44,8910.97,57263
1/24/2020,9266.35,9141.47,9272.37,9101.44,67234
1/23/2020,9186.14,9216.98,9221.13,9145.23,51947
1/22/2020,9212.35,9188.58,9242.48,9179.27,51970
1/21/2020,9145.64,9166.63,9187.42,9141.78,53481
1/17/2020,9159.48,9173.73,9176.47,9118.98,56258
1/16/2020,9088.08,9125,9126.07,9066.31,49465
1/15/2020,9039.31,9035.67,9078.87,9008.95,45473
1/14/2020,9068.02,9033.42,9080.16,9020.92,49546
1/13/2020,9007.94,9070.65,9071.53,8991.35,46288
1/10/2020,9021.88,8966.64,9024.87,8951.83,44507
1/9/2020,8990.04,8989.63,9004.55,8938.53,51743
1/8/2020,8845.45,8912.37,8953.55,8834.94,52480
1/7/2020,8857.14,8846.45,8872.47,8821.68,51462
1/6/2020,8713.89,8848.52,8849.98,8713.89,43447
1/3/2020,8755.17,8793.9,8843.65,8755.17,46676
1/2/2020,8802.22,8872.22,8873.63,8786.9,50049
12/31/2019,8681.34,8733.07,8735.43,8674.38,30900
12/30/2019,8766.39,8709.73,8768.3,8671.92,33401
12/27/2019,8805.86,8770.98,8811.1,8749.86,32060
12/26/2019,8717.95,8778.31,8778.33,8716.03,30013
12/24/2019,8705.3,8699.51,8708.23,8684.12,18073
12/23/2019,8703.06,8696.01,8710.9,8690.15,40134
12/20/2019,8666.57,8678.49,8687.66,8656.48,84430
12/19/2019,8592.68,8641.29,8642.74,8592.68,50884
12/18/2019,8587.2,8580.62,8608.1,8578.56,50132
12/17/2019,8586.34,8575.7,8592.45,8564.15,45753
12/16/2019,8544.27,8570.33,8584.78,8542.42,51614
12/13/2019,8461.42,8487.71,8517.52,8441.89,54695
12/12/2019,8391.92,8466.89,8493.11,8380.09,60987
12/11/2019,8371.65,8402.61,8408.08,8361.37,41508
12/10/2019,8364.55,8354.29,8392.89,8339.37,41570
12/9/2019,8388.74,8362.74,8425.77,8359.87,39579
12/6/2019,8370.23,8397.37,8405.85,8365.25,41071
12/5/2019,8321.19,8308.4,8321.19,8272.83,39570
12/4/2019,8291.86,8296.53,8316.46,8285.88,43600
12/3/2019,8201.63,8254.74,8258.4,8167.36,50327
12/2/2019,8409.87,8309.26,8409.87,8274.6,43503
11/29/2019,8422.02,8403.68,8435.96,8402.13,21772
11/27/2019,8407.24,8444.71,8445.61,8399.63,37381
11/26/2019,8374.26,8385.75,8398.04,8364.12,58221
11/25/2019,8309.55,8371.93,8372.82,8309.55,48761
11/22/2019,8287.25,8272.05,8292.11,8229.49,47277
11/21/2019,8273.95,8265.62,8282.33,8242.22,48374
11/20/2019,8315.55,8283.75,8339.26,8226.25,57509
11/19/2019,8357.43,8338.74,8357.8,8308.28,50290
11/18/2019,8303.22,8328.48,8340.41,8274.68,46960
11/15/2019,8303.84,8315.52,8315.9,8284.21,55884
11/14/2019,8238.85,8257.83,8264.94,8212.59,47069
11/13/2019,8235.68,8259.81,8274.61,8233.38,46327
11/12/2019,8249.62,8263.79,8293.18,8238.33,43295
11/11/2019,8212.37,8241.91,8245.89,8202.36,37046
11/8/2019,8208.37,8255.89,8256.29,8186.31,39196
11/7/2019,8237.68,8219.65,8271.82,8198.91,51464
11/6/2019,8204.34,8196.03,8204.34,8157.36,44577
11/5/2019,8225.35,8210.18,8229.09,8191.05,50444
11/4/2019,8218.93,8210.66,8228.33,8197.32,51815
11/1/2019,8121.95,8161.17,8161.98,8111.73,52569
10/31/2019,8100.62,8083.83,8110.44,8041.66,57297
10/30/2019,8056.9,8083.11,8096.32,8017.92,46734
10/29/2019,8101.55,8047.51,8108.61,8045.64,45402
10/28/2019,8071.39,8110.67,8119.73,8070.9,47534
10/25/2019,7926.6,8029.22,8033.29,7926.6,51091
10/24/2019,7956.23,7966.72,7969.66,7912.72,52360
10/23/2019,7858.48,7889.47,7890.21,7845.09,44401
10/22/2019,7968.25,7874.62,7977.01,7871.98,45533
10/21/2019,7911.58,7940.33,7941.48,7887.74,40512
10/18/2019,7938.3,7868.49,7946.81,7829.75,50825
10/17/2019,7976.64,7942.14,7981.14,7914.94,41164
10/16/2019,7911.99,7920.21,7941.76,7898.32,42910
10/15/2019,7867.96,7942.85,7960.14,7863.65,40967
10/14/2019,7834.74,7842.33,7865.67,7827.16,33194
10/11/2019,7835.93,7843.88,7904.05,7831.11,54596
10/10/2019,7688.42,7740.36,7772.68,7682.61,38415
10/9/2019,7678.66,7690.53,7717.94,7655.48,34320
10/8/2019,7671.38,7604.27,7707.17,7603.76,45136
10/7/2019,7725.68,7725.13,7784.79,7712.68,38184
10/4/2019,7677.32,7754.1,7759.36,7670.92,41043
10/3/2019,7557.19,7638.4,7640.42,7463.57,49649
10/2/2019,7627.59,7550.79,7631.34,7513.69,53214
10/1/2019,7782.82,7684.14,7821.73,7675.42,46963
9/30/2019,7705.97,7749.45,7761.84,7693.49,41745
9/27/2019,7786.03,7681.58,7790.81,7626.82,58484
9/26/2019,7794.28,7771.99,7798.12,7718.69,47744
9/25/2019,7706.5,7803.54,7822.43,7647.63,48354
9/24/2019,7855.97,7710.04,7873.25,7684.8,59539
9/23/2019,7815.23,7818.61,7842.98,7790.29,39469
9/20/2019,7901.46,7823.55,7920.53,7794.27,78782
9/19/2019,7904.4,7901.79,7950.21,7888.31,38926
9/18/2019,7877.58,7888.56,7891.17,7791.58,41640
9/17/2019,7849.88,7888.79,7891.21,7840.99,39209
9/16/2019,7833.73,7852.41,7868.74,7831.76,36151
9/13/2019,7903.73,7892.96,7923.41,7879.59,42155
9/12/2019,7931.97,7917.34,7975.33,7907.33,49731
9/11/2019,7820.71,7887.58,7888.34,7812.07,53618
9/10/2019,7793.28,7814.74,7817.58,7743.62,52463
9/9/2019,7876.4,7832.4,7877.42,7795.86,50113
9/6/2019,7868.87,7852.54,7874.99,7835.89,45808
9/5/2019,7803.45,7862.54,7879.97,7803.45,54664
9/4/2019,7683.78,7719.25,7724.91,7663.64,44136
9/3/2019,7634.03,7609.51,7670.17,7584.82,39507
8/30/2019,7743.23,7691,7747.08,7642.9,41454
8/29/2019,7678.69,7702.31,7723.94,7654.31,40693
8/28/2019,7536.7,7587.9,7598.15,7500.22,39098
8/27/2019,7630.46,7566.03,7640.68,7531.97,44103
8/26/2019,7540.69,7575.02,7577.77,7506.17,39806
8/23/2019,7658.48,7465,7722.43,7442.93,59390
8/22/2019,7750.98,7707.43,7764.79,7649.28,43068
8/21/2019,7731.75,7733.22,7754.66,7706.57,40055
8/20/2019,7708.31,7664.47,7731.31,7664.21,40993
8/19/2019,7715.41,7719.32,7740.74,7688.09,47485
8/16/2019,7548.9,7604.11,7622.73,7548.9,48828
8/15/2019,7503.14,7484.89,7523.5,7429.36,52751
8/14/2019,7594.64,7490.13,7621.7,7480.58,63400
8/13/2019,7553.43,7728.15,7778.34,7553.33,63320
8/12/2019,7597.19,7561.68,7623.44,7528.95,49107
8/9/2019,7684.56,7646.27,7709.51,7591.14,53547
8/8/2019,7608.03,7724.83,7726.39,7576.82,65922
8/7/2019,7436.14,7551.9,7569.9,7386.39,55799
8/6/2019,7492.02,7521.32,7541.74,7432.31,50937
8/5/2019,7510.02,7415.69,7528.9,7356.27,72483
8/2/2019,7740.91,7692.8,7755.09,7645.18,56357
8/1/2019,7866.6,7801.15,8000.94,7769.02,69998
7/31/2019,7972.76,7848.78,7979.2,7774.93,69469
7/30/2019,7927.56,7952.47,7983.11,7923.45,42762
7/29/2019,8010.05,7989.08,8010.05,7939.98,46048
7/26/2019,7992.13,8016.95,8027.18,7986.72,49194
7/25/2019,7979.14,7929.87,7983.96,7921.21,54169
7/24/2019,7928.78,8010.61,8010.83,7926.99,52635
7/23/2019,7946.05,7954.56,7955.09,7895.05,44452
7/22/2019,7862.38,7905.12,7918.47,7862.27,46073
7/19/2019,7944.86,7834.9,7950.23,7832.39,52692
7/18/2019,7850.12,7904.13,7912.33,7827.49,50850
7/17/2019,7927.91,7888.76,7941.1,7887.98,44688
7/16/2019,7958.44,7927.08,7965.76,7904.95,44967
7/15/2019,7961.07,7966.93,7969.79,7940.45,42681
7/12/2019,7908.58,7943.24,7944.08,7900.39,50552
7/11/2019,7918.65,7896.78,7934.6,7873.16,46975
7/10/2019,7869.73,7903.4,7923.93,7858.68,52397
7/9/2019,7748.29,7826.86,7833.93,7748.23,45167
7/8/2019,7790.46,7785.79,7792.2,7756.11,41214
7/5/2019,7806.07,7841.3,7854.71,7774.59,36340
7/3/2019,7819.06,7857.69,7857.69,7811.29,30207
7/2/2019,7763.03,7799.82,7800.47,7746.01,44584
7/1/2019,7816.56,7768.14,7820.81,7735.67,60597
6/28/2019,7674.52,7671.08,7682.26,7639.45,83273
6/27/2019,7656.68,7657.05,7672.98,7636.72,49224
6/26/2019,7642.92,7627.05,7688.64,7616.91,59361
6/25/2019,7720.91,7591.54,7723.04,7584.17,52732
6/24/2019,7737.01,7723.02,7746.68,7720.78,44589
6/21/2019,7719.42,7728.78,7772.53,7708.25,80246
6/20/2019,7770.17,7738.05,7770.61,7681.43,52207
6/19/2019,7652.52,7667.74,7681.56,7606.28,48470
6/18/2019,7606.61,7635.4,7689.08,7595.59,62489
6/17/2019,7500.28,7526.52,7546.99,7492.17,47257
6/14/2019,7476.47,7479.11,7500.74,7454.87,47214
6/13/2019,7500.85,7510.68,7530.91,7487.09,44786
6/12/2019,7493.55,7472.29,7507.52,7459.2,46948
6/11/2019,7584.75,7513.85,7595.57,7489.99,53307
6/10/2019,7472.6,7501.93,7573,7468.17,58630
6/7/2019,7315.33,7417.29,7445.99,7309.01,59148
6/6/2019,7229.86,7275.93,7293.22,7201.59,55144
6/5/2019,7230.81,7220.9,7235.23,7146.43,56399
6/4/2019,7056.18,7166.75,7169.79,7023.09,67920
6/3/2019,7110.34,6978.02,7126.43,6936.68,74422
5/31/2019,7148.71,7127.96,7183.23,7125.97,56555
5/30/2019,7234.83,7245.4,7262.77,7204.42,46321
5/29/2019,7222.55,7216.86,7254.2,7176.67,59806
5/28/2019,7321.27,7278.38,7362.29,7274.7,72502
5/24/2019,7353.97,7300.96,7371.3,7294.1,46556
5/23/2019,7331.67,7307.93,7337.47,7261.46,64575
5/22/2019,7413.84,7420.66,7458.11,7410.72,49797
5/21/2019,7442.31,7451.02,7472.71,7417.07,49944
5/20/2019,7391.73,7376.7,7424.59,7351.92,65468
5/17/2019,7513.15,7503.68,7605.67,7496.92,60325
5/16/2019,7509.91,7580.14,7627.03,7502.76,58409
5/15/2019,7354.82,7503.25,7524.22,7353.9,51655
5/14/2019,7366.64,7401.88,7449.02,7337.94,56450
5/13/2019,7385.55,7324.13,7433.92,7303.64,72098
5/10/2019,7556.04,7586.53,7623.01,7426.75,62126
5/9/2019,7525.81,7582.75,7605.03,7472.71,62093
5/8/2019,7623.32,7617.55,7678.82,7593.75,53278
5/7/2019,7713.49,7640.15,7743.06,7572.61,65267
5/6/2019,7662.92,7794.09,7804.55,7662.92,53228
5/3/2019,7784.29,7845.73,7847.52,7772.44,55860
5/2/2019,7751.64,7724.06,7791.51,7672.55,61027
5/1/2019,7828.14,7751.85,7851.03,7749.74,63845
4/30/2019,7769.3,7781.46,7792.32,7726.07,57724
4/29/2019,7825.64,7839.04,7851.85,7812.97,47330
4/26/2019,7791.15,7826.68,7826.89,7742.6,61031
4/25/2019,7850.71,7816.92,7851.97,7778.23,63562
4/24/2019,7813.02,7784.41,7827.05,7783.59,60358
4/23/2019,7724.17,7810.71,7819.34,7719.09,55347
4/22/2019,7658.37,7713.5,7715.33,7653.89,43014
4/18/2019,7688.93,7689.72,7694.18,7647.4,54550
4/17/2019,7705.32,7680.72,7715.07,7659.85,69081
4/16/2019,7651.18,7654.73,7670.4,7631.64,55342
4/15/2019,7630.6,7629.12,7636.8,7578.54,42572
4/12/2019,7624.15,7628.15,7630.52,7596.57,45908
4/11/2019,7621.4,7594.89,7621.4,7580.71,42590
4/10/2019,7581.39,7611.49,7613.41,7573.28,46406
4/9/2019,7571.88,7568.49,7596.75,7555.62,51002
4/8/2019,7565.06,7599.74,7602.08,7536.42,45983
4/5/2019,7564.27,7578.84,7581.9,7554.91,49711
4/4/2019,7542.16,7540.57,7571.13,7496.3,55678
4/3/2019,7538.17,7544.97,7589.69,7520.4,75324
4/2/2019,7473.51,7499.64,7507.05,7461.51,50185
4/1/2019,7450.81,7478.42,7481.84,7422.44,53667
3/29/2019,7377.77,7378.77,7381.69,7333.17,53651
3/28/2019,7325.06,7320.47,7346.04,7277.69,46149
3/27/2019,7364.47,7308.19,7376.99,7252.06,55752
3/26/2019,7378.23,7351.15,7417.26,7314.38,54728
3/25/2019,7299.93,7316.96,7342.51,7265.28,53748
3/22/2019,7458.44,7326.06,7482.35,7323.52,71442
3/21/2019,7356.94,7493.27,7505.41,7356.94,73720
3/20/2019,7348.99,7380.75,7422.76,7318.42,66784
3/19/2019,7357.58,7349.28,7390.29,7321.93,66507
3/18/2019,7311.63,7326.28,7348.69,7293.85,51895
3/15/2019,7274.14,7306.99,7331.3,7265.64,93742
3/14/2019,7257.31,7243.01,7267.94,7240.96,51734
3/13/2019,7231.05,7256.98,7292.86,7229.88,61586
3/12/2019,7176.23,7201.28,7219.41,7166.95,52811
3/11/2019,7050.05,7164.02,7166.93,7049.56,52051
3/8/2019,6940.9,7015.69,7018.92,6940.72,53975
3/7/2019,7089.63,7026.88,7097.91,7001.81,58491
3/6/2019,7156.25,7112.47,7162.24,7104.55,54470
3/5/2019,7156.66,7156.79,7178.3,7120.7,53547
3/4/2019,7193.88,7150.83,7205.94,7073.41,59613
3/1/2019,7152.08,7151.57,7159.96,7101.07,56561
2/28/2019,7093.2,7097.53,7125.92,7081.92,62599
2/27/2019,7095.75,7117.01,7125.78,7045.41,53509
2/26/2019,7098.97,7123.22,7144.65,7087.14,50074
2/25/2019,7144.34,7115.43,7161.73,7111.78,56847
2/22/2019,7055.2,7090.62,7094.29,7050.01,66133
2/21/2019,7047.08,7035.16,7063.07,7001.8,48461
2/20/2019,7070.24,7062.34,7096.15,7027.37,52711
2/19/2019,7033.37,7066.61,7089.1,7032.78,49987
2/15/2019,7066.38,7055.18,7073.99,7022.3,60493
